gene	gene_name	gate_type_GM12878	gate_type_K562	functional_category	cosmic_census_flag
IFI6	IFI6	SIMPLE_AND	INCONSISTENT	unknown	no
ELK1	ELK1	COMPLEX	SIMPLE_AND	transcription factor	no
ATG14	ATG14	SIMPLE_AND	INCONSISTENT	unknown	no
ZBTB1	ZBTB1	SIMPLE_AND	INCONSISTENT	transcription factor	no
TRMT5	TRMT5	SIMPLE_AND	INCONSISTENT	unknown	no
SGPP1	SGPP1	SIMPLE_AND	INCONSISTENT	unknown	no
AIF1L	AIF1L	REPRESSED	BIVALENT	unknown	no
ZNF484	ZNF484	SIMPLE_AND	INCONSISTENT	transcription factor	no
FGD3	FGD3	REPRESSED	BIVALENT	unknown	no
HIVEP3	HIVEP3	SIMPLE_AND	INCONSISTENT	unknown	no
PPCS	PPCS	SIMPLE_AND	COMPLEX	unknown	no
BCL11B	BCL11B	BIVALENT	INCONSISTENT	transcription factor	yes
COX7C	COX7C	COMPLEX	SIMPLE_AND	metabolic	no
TRAF2	TRAF2	SIMPLE_AND	SIMPLE_OR	unknown	no
ABHD8	ABHD8	SIMPLE_AND	INCONSISTENT	unknown	no
ATP13A4	ATP13A4	SIMPLE_AND	INCONSISTENT	unknown	no
PLAAT1	PLAAT1	REPRESSED	INCONSISTENT	unknown	no
HELB	HELB	SIMPLE_AND	INCONSISTENT	unknown	no
TSPAN8	TSPAN8	REPRESSED	BIVALENT	unknown	no
RAB3IP	RAB3IP	SIMPLE_AND	INCONSISTENT	unknown	no
IDUA	IDUA	SIMPLE_AND	INCONSISTENT	unknown	no
FGFRL1	FGFRL1	BIVALENT	SIMPLE_OR	unknown	no
EPS15L1	EPS15L1	SIMPLE_AND	COMPLEX	unknown	no
KLF2	KLF2	SIMPLE_AND	BIVALENT	transcription factor	no
F2RL3	F2RL3	INCONSISTENT	SIMPLE_AND	unknown	no
GFER	GFER	BIVALENT	SIMPLE_AND	unknown	no
WDR24	WDR24	SIMPLE_AND	INCONSISTENT	unknown	no
TICAM1	TICAM1	SIMPLE_AND	INCONSISTENT	unknown	no
METTL25	METTL25	SIMPLE_AND	INCONSISTENT	unknown	no
METTL16	METTL16	COMPLEX	SIMPLE_AND	unknown	no
PEX1	PEX1	SIMPLE_AND	INCONSISTENT	unknown	no
MTERF1	MTERF1	SIMPLE_AND	COMPLEX	unknown	no
SGCE	SGCE	SIMPLE_AND	INCONSISTENT	unknown	no
RBM48	RBM48	SIMPLE_AND	INCONSISTENT	unknown	no
CASD1	CASD1	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF780B	ZNF780B	SIMPLE_AND	INCONSISTENT	transcription factor	no
LRFN1	LRFN1	SIMPLE_OR	INCONSISTENT	unknown	no
ZFP36	ZFP36	SIMPLE_AND	INCONSISTENT	transcription factor	no
SRD5A3	SRD5A3	INCONSISTENT	SIMPLE_AND	unknown	no
SPINK2	SPINK2	BIVALENT	INCONSISTENT	unknown	no
ADM2	ADM2	BIVALENT	INCONSISTENT	unknown	no
ASPHD2	ASPHD2	SIMPLE_AND	INCONSISTENT	unknown	no
A4GALT	A4GALT	COMPLEX	INCONSISTENT	unknown	no
CDC42EP1	CDC42EP1	REPRESSED	SIMPLE_AND	kinase/signaling	no
APOL2	APOL2	SIMPLE_AND	INCONSISTENT	unknown	no
LIF	LIF	BIVALENT	INCONSISTENT	unknown	no
APOBEC3F	APOBEC3F	SIMPLE_AND	INCONSISTENT	unknown	no
SPECC1	SPECC1	BIVALENT	SIMPLE_AND	unknown	yes
DOCK4	DOCK4	SIMPLE_AND	BIVALENT	unknown	no
PRKRIP1	PRKRIP1	SIMPLE_OR	SIMPLE_AND	unknown	no
VGF	VGF	BIVALENT	INCONSISTENT	unknown	no
IFT22	IFT22	SIMPLE_AND	INCONSISTENT	unknown	no
DNAJB9	DNAJB9	SIMPLE_AND	INCONSISTENT	unknown	no
FLNC	FLNC	REPRESSED	SIMPLE_AND	unknown	no
CCDC136	CCDC136	SIMPLE_OR	SIMPLE_AND	unknown	no
SMO	SMO	SIMPLE_OR	BIVALENT	unknown	yes
IRF5	IRF5	SIMPLE_AND	REPRESSED	transcription factor	no
HOXD1	HOXD1	REPRESSED	BIVALENT	transcription factor	no
OSGEPL1	OSGEPL1	SIMPLE_AND	INCONSISTENT	unknown	no
ORMDL1	ORMDL1	COMPLEX	INCONSISTENT	unknown	no
HERC2	HERC2	SIMPLE_AND	SIMPLE_OR	unknown	no
PSMG2	PSMG2	SIMPLE_OR	SIMPLE_AND	unknown	no
ARHGAP22	ARHGAP22	SIMPLE_AND	SIMPLE_OR	unknown	no
WDFY4	WDFY4	SIMPLE_AND	REPRESSED	unknown	no
CGNL1	CGNL1	REPRESSED	BIVALENT	unknown	no
TMOD2	TMOD2	SIMPLE_OR	INCONSISTENT	unknown	no
TTBK2	TTBK2	SIMPLE_AND	INCONSISTENT	unknown	no
ELL3	ELL3	SIMPLE_AND	INCONSISTENT	unknown	no
CCDC32	CCDC32	SIMPLE_AND	INCONSISTENT	unknown	no
DLL4	DLL4	BIVALENT	INCONSISTENT	unknown	no
CHAC1	CHAC1	SIMPLE_AND	INCONSISTENT	unknown	no
LOXL1	LOXL1	REPRESSED	BIVALENT	unknown	no
PSMA1	PSMA1	SIMPLE_OR	SIMPLE_AND	unknown	no
SERGEF	SERGEF	SIMPLE_AND	INCONSISTENT	unknown	no
KCNC1	KCNC1	REPRESSED	INCONSISTENT	unknown	no
E2F8	E2F8	SIMPLE_AND	INCONSISTENT	transcription factor	no
PIMREG	PIMREG	SIMPLE_AND	INCONSISTENT	unknown	no
PLD2	PLD2	SIMPLE_OR	INCONSISTENT	unknown	no
PHF20L1	PHF20L1	COMPLEX	SIMPLE_AND	chromatin regulator	no
DNAAF11	DNAAF11	BIVALENT	INCONSISTENT	unknown	no
MTUS1	MTUS1	REPRESSED	BIVALENT	unknown	no
ADCY4	ADCY4	REPRESSED	INCONSISTENT	unknown	no
RAB2B	RAB2B	SIMPLE_AND	INCONSISTENT	unknown	no
BCL2L2	BCL2L2	SIMPLE_AND	INCONSISTENT	unknown	no
AJUBA	AJUBA	BIVALENT	INCONSISTENT	unknown	no
PARP2	PARP2	SIMPLE_AND	INCONSISTENT	unknown	no
MIS18BP1	MIS18BP1	SIMPLE_AND	COMPLEX	unknown	no
NRL	NRL	SIMPLE_AND	INCONSISTENT	unknown	no
TEP1	TEP1	SIMPLE_AND	INCONSISTENT	unknown	no
EPB41L4A	EPB41L4A	BIVALENT	INCONSISTENT	unknown	no
FOXJ1	FOXJ1	REPRESSED	INCONSISTENT	transcription factor	no
RHBDF2	RHBDF2	SIMPLE_AND	INCONSISTENT	unknown	no
CDKN1C	CDKN1C	BIVALENT	SIMPLE_AND	unknown	no
CDH15	CDH15	REPRESSED	INCONSISTENT	structural/other	no
GAMT	GAMT	SIMPLE_OR	SIMPLE_AND	unknown	no
GNL3L	GNL3L	SIMPLE_AND	COMPLEX	unknown	no
DOCK6	DOCK6	SIMPLE_OR	INCONSISTENT	unknown	no
NECTIN2	NECTIN2	BIVALENT	SIMPLE_AND	unknown	no
APOC1	APOC1	INCONSISTENT	SIMPLE_AND	unknown	no
GADD45G	GADD45G	BIVALENT	INCONSISTENT	unknown	no
ATP8B3	ATP8B3	SIMPLE_AND	INCONSISTENT	unknown	no
GDF1	GDF1	REPRESSED	INCONSISTENT	unknown	no
SLC27A1	SLC27A1	SIMPLE_AND	INCONSISTENT	metabolic	no
DDA1	DDA1	SIMPLE_AND	INCONSISTENT	unknown	no
RTN4IP1	RTN4IP1	SIMPLE_AND	INCONSISTENT	unknown	no
MTRES1	MTRES1	SIMPLE_AND	INCONSISTENT	unknown	no
RSPH3	RSPH3	SIMPLE_AND	INCONSISTENT	unknown	no
AFDN	AFDN	BIVALENT	SIMPLE_AND	unknown	yes
STK33	STK33	SIMPLE_AND	REPRESSED	kinase/signaling	no
UNC13A	UNC13A	REPRESSED	INCONSISTENT	unknown	no
ZNF557	ZNF557	SIMPLE_AND	INCONSISTENT	transcription factor	no
HELZ2	HELZ2	SIMPLE_AND	INCONSISTENT	unknown	no
SAMD10	SAMD10	SIMPLE_AND	INCONSISTENT	unknown	no
TUBGCP2	TUBGCP2	REPRESSED	SIMPLE_OR	unknown	no
CALY	CALY	COMPLEX	INCONSISTENT	unknown	no
CYP2E1	CYP2E1	SIMPLE_OR	INCONSISTENT	metabolic	no
PNPLA7	PNPLA7	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF337	ZNF337	SIMPLE_AND	INCONSISTENT	transcription factor	no
LAMA5	LAMA5	BIVALENT	SIMPLE_AND	structural/other	no
POMT1	POMT1	SIMPLE_AND	INCONSISTENT	unknown	no
EIF2S3	EIF2S3	SIMPLE_AND	SIMPLE_OR	unknown	no
TMEM160	TMEM160	INCONSISTENT	SIMPLE_AND	unknown	no
NPAS1	NPAS1	BIVALENT	INCONSISTENT	unknown	no
MAP3K10	MAP3K10	SIMPLE_AND	INCONSISTENT	kinase/signaling	no
THEMIS2	THEMIS2	SIMPLE_AND	INCONSISTENT	unknown	no
HIP1R	HIP1R	BIVALENT	INCONSISTENT	unknown	no
ANGPTL6	ANGPTL6	SIMPLE_AND	INCONSISTENT	unknown	no
SHFL	SHFL	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF426	ZNF426	COMPLEX	SIMPLE_AND	transcription factor	no
PLXNA3	PLXNA3	SIMPLE_AND	INCONSISTENT	unknown	no
DUSP9	DUSP9	REPRESSED	INCONSISTENT	unknown	no
MPP1	MPP1	SIMPLE_OR	SIMPLE_AND	unknown	no
ZNF331	ZNF331	COMPLEX	INCONSISTENT	transcription factor	yes
LRP3	LRP3	SIMPLE_AND	INCONSISTENT	unknown	no
SLC35D2	SLC35D2	SIMPLE_AND	INCONSISTENT	unknown	no
POLN	POLN	SIMPLE_AND	INCONSISTENT	unknown	no
ULBP2	ULBP2	BIVALENT	INCONSISTENT	unknown	no
AKAP12	AKAP12	REPRESSED	BIVALENT	unknown	no
ULBP3	ULBP3	BIVALENT	INCONSISTENT	unknown	no
ZNF341	ZNF341	SIMPLE_AND	INCONSISTENT	transcription factor	no
GGT7	GGT7	SIMPLE_OR	INCONSISTENT	unknown	no
ACSS2	ACSS2	SIMPLE_OR	SIMPLE_AND	unknown	no
PYY	PYY	BIVALENT	INCONSISTENT	unknown	no
ZNF227	ZNF227	COMPLEX	INCONSISTENT	transcription factor	no
ZNF428	ZNF428	SIMPLE_AND	INCONSISTENT	transcription factor	no
GSE1	GSE1	REPRESSED	SIMPLE_AND	unknown	no
SH3BGRL	SH3BGRL	COMPLEX	SIMPLE_AND	unknown	no
SLC34A1	SLC34A1	SIMPLE_OR	INCONSISTENT	metabolic	no
PRR7	PRR7	SIMPLE_AND	INCONSISTENT	unknown	no
NFATC1	NFATC1	BIVALENT	INCONSISTENT	transcription factor	no
RAB11FIP4	RAB11FIP4	REPRESSED	SIMPLE_OR	unknown	no
RFTN1	RFTN1	SIMPLE_AND	BIVALENT	unknown	no
SLC6A6	SLC6A6	BIVALENT	SIMPLE_AND	metabolic	no
KCNC3	KCNC3	INCONSISTENT	SIMPLE_AND	unknown	no
NAPSA	NAPSA	SIMPLE_AND	INCONSISTENT	unknown	no
NR1H2	NR1H2	BIVALENT	SIMPLE_AND	unknown	no
PDLIM4	PDLIM4	REPRESSED	SIMPLE_AND	unknown	no
KIF3A	KIF3A	SIMPLE_AND	INCONSISTENT	unknown	no
GFPT2	GFPT2	REPRESSED	INCONSISTENT	unknown	no
PSMC3IP	PSMC3IP	SIMPLE_AND	INCONSISTENT	unknown	no
NDFIP1	NDFIP1	BIVALENT	SIMPLE_AND	unknown	no
C1orf159	C1orf159	SIMPLE_OR	BIVALENT	unknown	no
ANO1	ANO1	REPRESSED	INCONSISTENT	unknown	no
PPFIA1	PPFIA1	SIMPLE_AND	BIVALENT	unknown	no
KREMEN2	KREMEN2	SIMPLE_OR	INCONSISTENT	unknown	no
NINJ1	NINJ1	SIMPLE_AND	INCONSISTENT	unknown	no
MAP1B	MAP1B	INCONSISTENT	SIMPLE_AND	unknown	no
IL13RA1	IL13RA1	SIMPLE_OR	INCONSISTENT	unknown	no
PRKAB2	PRKAB2	SIMPLE_AND	INCONSISTENT	kinase/signaling	no
CLUHP3	CLUHP3	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF304	ZNF304	SIMPLE_AND	INCONSISTENT	transcription factor	no
ZSCAN5A	ZSCAN5A	COMPLEX	INCONSISTENT	unknown	no
SELENOS	SELENOS	SIMPLE_AND	INCONSISTENT	unknown	no
LLGL1	LLGL1	SIMPLE_OR	INCONSISTENT	unknown	no
THAP1	THAP1	SIMPLE_AND	INCONSISTENT	unknown	no
RHPN2	RHPN2	SIMPLE_OR	INCONSISTENT	unknown	no
C19orf12	C19orf12	SIMPLE_AND	INCONSISTENT	unknown	no
FAAP24	FAAP24	SIMPLE_AND	INCONSISTENT	unknown	no
LRRC9	LRRC9	BIVALENT	INCONSISTENT	unknown	no
GCH1	GCH1	SIMPLE_AND	INCONSISTENT	unknown	no
ZSWIM4	ZSWIM4	SIMPLE_AND	INCONSISTENT	unknown	no
FBXW9	FBXW9	COMPLEX	INCONSISTENT	unknown	no
RFX1	RFX1	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF20	ZNF20	SIMPLE_AND	INCONSISTENT	transcription factor	no
BRME1	BRME1	SIMPLE_AND	INCONSISTENT	unknown	no
CC2D1A	CC2D1A	SIMPLE_AND	INCONSISTENT	unknown	no
RTBDN	RTBDN	BIVALENT	INCONSISTENT	unknown	no
TRIM21	TRIM21	SIMPLE_AND	INCONSISTENT	unknown	no
PPARG	PPARG	BIVALENT	REPRESSED	transcription factor	yes
FCRLA	FCRLA	SIMPLE_AND	INCONSISTENT	unknown	no
ENOSF1	ENOSF1	INCONSISTENT	SIMPLE_AND	unknown	no
PER2	PER2	SIMPLE_AND	INCONSISTENT	unknown	no
RAMP1	RAMP1	REPRESSED	INCONSISTENT	unknown	no
EEFSEC	EEFSEC	SIMPLE_AND	INCONSISTENT	unknown	no
TBC1D14	TBC1D14	BIVALENT	SIMPLE_AND	unknown	no
TMEM128	TMEM128	SIMPLE_AND	INCONSISTENT	unknown	no
COQ3	COQ3	SIMPLE_AND	INCONSISTENT	unknown	no
POPDC3	POPDC3	REPRESSED	INCONSISTENT	unknown	no
LANCL2	LANCL2	SIMPLE_AND	INCONSISTENT	unknown	no
GRSF1	GRSF1	COMPLEX	SIMPLE_AND	unknown	no
UTP3	UTP3	SIMPLE_AND	INCONSISTENT	unknown	no
ITGB4	ITGB4	INCONSISTENT	BIVALENT	structural/other	no
UNK	UNK	SIMPLE_AND	INCONSISTENT	unknown	no
TRIM47	TRIM47	BIVALENT	INCONSISTENT	unknown	no
KDM6B	KDM6B	SIMPLE_AND	INCONSISTENT	chromatin regulator	no
XAF1	XAF1	SIMPLE_AND	INCONSISTENT	unknown	no
DLG4	DLG4	SIMPLE_AND	INCONSISTENT	unknown	no
RIDA	RIDA	INCONSISTENT	SIMPLE_AND	unknown	no
MATN2	MATN2	REPRESSED	BIVALENT	unknown	no
REEP2	REEP2	SIMPLE_OR	INCONSISTENT	unknown	no
PCBD2	PCBD2	SIMPLE_AND	INCONSISTENT	unknown	no
PCED1A	PCED1A	SIMPLE_AND	INCONSISTENT	unknown	no
BTBD3	BTBD3	SIMPLE_OR	INCONSISTENT	unknown	no
POLR3F	POLR3F	SIMPLE_AND	INCONSISTENT	unknown	no
NES	NES	REPRESSED	INCONSISTENT	unknown	no
ARHGEF11	ARHGEF11	BIVALENT	INCONSISTENT	unknown	no
SYT11	SYT11	SIMPLE_AND	INCONSISTENT	unknown	no
TESMIN	TESMIN	INCONSISTENT	SIMPLE_AND	unknown	no
TOE1	TOE1	SIMPLE_AND	COMPLEX	unknown	no
MUTYH	MUTYH	SIMPLE_AND	INCONSISTENT	unknown	yes
ZSWIM3	ZSWIM3	SIMPLE_AND	INCONSISTENT	unknown	no
PPP1R3D	PPP1R3D	SIMPLE_AND	INCONSISTENT	unknown	no
FBXO44	FBXO44	SIMPLE_OR	INCONSISTENT	unknown	no
ATP8A2	ATP8A2	REPRESSED	INCONSISTENT	unknown	no
MTUS2	MTUS2	REPRESSED	INCONSISTENT	unknown	no
ZMYM5	ZMYM5	SIMPLE_AND	INCONSISTENT	unknown	no
USPL1	USPL1	SIMPLE_AND	INCONSISTENT	unknown	no
WASF3	WASF3	REPRESSED	INCONSISTENT	unknown	no
MYH10	MYH10	SIMPLE_OR	SIMPLE_AND	structural/other	no
PIK3C2B	PIK3C2B	SIMPLE_AND	BIVALENT	unknown	no
DSTYK	DSTYK	SIMPLE_AND	INCONSISTENT	unknown	no
CHIT1	CHIT1	SIMPLE_AND	INCONSISTENT	unknown	no
SLC41A1	SLC41A1	BIVALENT	SIMPLE_AND	metabolic	no
TMCC2	TMCC2	BIVALENT	INCONSISTENT	unknown	no
CCNA1	CCNA1	BIVALENT	INCONSISTENT	unknown	no
COG6	COG6	SIMPLE_AND	INCONSISTENT	unknown	no
RFXAP	RFXAP	SIMPLE_AND	INCONSISTENT	unknown	no
TBC1D8B	TBC1D8B	SIMPLE_OR	INCONSISTENT	unknown	no
EPHB2	EPHB2	COMPLEX	BIVALENT	kinase/signaling	no
BTBD2	BTBD2	REPRESSED	COMPLEX	unknown	no
MACROD1	MACROD1	SIMPLE_AND	COMPLEX	unknown	no
SLC2A11	SLC2A11	SIMPLE_AND	INCONSISTENT	metabolic	no
C1QTNF6	C1QTNF6	SIMPLE_AND	INCONSISTENT	unknown	no
GIMAP4	GIMAP4	INCONSISTENT	REPRESSED	unknown	no
KRBA1	KRBA1	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF767P	ZNF767P	SIMPLE_AND	INCONSISTENT	transcription factor	no
ACTR3B	ACTR3B	COMPLEX	SIMPLE_AND	unknown	no
TMEM254	TMEM254	SIMPLE_AND	INCONSISTENT	unknown	no
LRRCC1	LRRCC1	SIMPLE_AND	INCONSISTENT	unknown	no
E2F5	E2F5	SIMPLE_AND	INCONSISTENT	transcription factor	no
AMPD3	AMPD3	COMPLEX	SIMPLE_OR	unknown	no
TEX15	TEX15	SIMPLE_OR	COMPLEX	unknown	no
RNF122	RNF122	SIMPLE_AND	INCONSISTENT	unknown	no
DPF2	DPF2	COMPLEX	SIMPLE_AND	unknown	no
ERG28	ERG28	SIMPLE_AND	INCONSISTENT	unknown	no
UNC79	UNC79	SIMPLE_AND	INCONSISTENT	unknown	no
VRTN	VRTN	COMPLEX	INCONSISTENT	unknown	no
COX16	COX16	SIMPLE_AND	INCONSISTENT	metabolic	no
TTC9	TTC9	SIMPLE_AND	BIVALENT	unknown	no
PEBP4	PEBP4	INCONSISTENT	BIVALENT	unknown	no
CTIF	CTIF	SIMPLE_OR	INCONSISTENT	unknown	no
IER3IP1	IER3IP1	SIMPLE_AND	INCONSISTENT	unknown	no
IRAK2	IRAK2	SIMPLE_AND	INCONSISTENT	unknown	no
VHL	VHL	COMPLEX	SIMPLE_AND	unknown	yes
MEIS2	MEIS2	SIMPLE_AND	INCONSISTENT	transcription factor	no
GSTM3	GSTM3	REPRESSED	INCONSISTENT	metabolic	no
PTPN22	PTPN22	SIMPLE_AND	INCONSISTENT	unknown	no
SORT1	SORT1	BIVALENT	SIMPLE_AND	unknown	no
WNT2B	WNT2B	SIMPLE_AND	INCONSISTENT	unknown	no
PTGFRN	PTGFRN	BIVALENT	SIMPLE_AND	unknown	no
TRIM45	TRIM45	BIVALENT	INCONSISTENT	unknown	no
TMEM106C	TMEM106C	SIMPLE_AND	BIVALENT	unknown	no
PLEKHA8P1	PLEKHA8P1	SIMPLE_AND	INCONSISTENT	unknown	no
KIDINS220	KIDINS220	SIMPLE_OR	SIMPLE_AND	unknown	no
GRHL1	GRHL1	BIVALENT	INCONSISTENT	transcription factor	no
CMPK2	CMPK2	SIMPLE_AND	INCONSISTENT	unknown	no
NAV1	NAV1	REPRESSED	BIVALENT	unknown	no
IL2RA	IL2RA	SIMPLE_OR	REPRESSED	unknown	no
ECHDC3	ECHDC3	SIMPLE_OR	INCONSISTENT	unknown	no
KCTD1	KCTD1	BIVALENT	INCONSISTENT	unknown	no
CABLES1	CABLES1	SIMPLE_AND	BIVALENT	unknown	no
DDB2	DDB2	SIMPLE_AND	INCONSISTENT	unknown	yes
ACP2	ACP2	COMPLEX	SIMPLE_AND	unknown	no
RTL8C	RTL8C	INCONSISTENT	SIMPLE_AND	unknown	no
RAB33A	RAB33A	SIMPLE_AND	INCONSISTENT	unknown	no
RBMX2	RBMX2	SIMPLE_AND	INCONSISTENT	unknown	no
FHOD3	FHOD3	BIVALENT	INCONSISTENT	unknown	no
DAGLA	DAGLA	BIVALENT	INCONSISTENT	unknown	no
PDGFRA	PDGFRA	BIVALENT	REPRESSED	kinase/signaling	yes
GGACT	GGACT	SIMPLE_AND	INCONSISTENT	unknown	no
ARGLU1	ARGLU1	SIMPLE_AND	INCONSISTENT	unknown	no
BIVM	BIVM	SIMPLE_AND	INCONSISTENT	unknown	no
POGLUT2	POGLUT2	SIMPLE_AND	INCONSISTENT	unknown	no
NAA35	NAA35	COMPLEX	SIMPLE_AND	unknown	no
C9orf40	C9orf40	SIMPLE_AND	INCONSISTENT	unknown	no
CTSL	CTSL	REPRESSED	SIMPLE_AND	unknown	no
AGTPBP1	AGTPBP1	SIMPLE_AND	INCONSISTENT	unknown	no
GOLM1	GOLM1	SIMPLE_OR	BIVALENT	unknown	no
ISCA1	ISCA1	SIMPLE_AND	INCONSISTENT	unknown	no
ADAM19	ADAM19	SIMPLE_AND	INCONSISTENT	unknown	no
HAVCR2	HAVCR2	SIMPLE_AND	INCONSISTENT	unknown	no
MSI1	MSI1	REPRESSED	BIVALENT	unknown	no
TBX3	TBX3	REPRESSED	BIVALENT	transcription factor	yes
OASL	OASL	SIMPLE_AND	REPRESSED	unknown	no
HRK	HRK	REPRESSED	BIVALENT	unknown	no
RNFT2	RNFT2	SIMPLE_AND	BIVALENT	unknown	no
P2RX4	P2RX4	SIMPLE_AND	INCONSISTENT	unknown	no
BICDL1	BICDL1	SIMPLE_OR	INCONSISTENT	unknown	no
TMEM243	TMEM243	SIMPLE_AND	BIVALENT	unknown	no
CCDC146	CCDC146	SIMPLE_OR	INCONSISTENT	unknown	no
ADGRB3	ADGRB3	BIVALENT	INCONSISTENT	unknown	no
ANKRD6	ANKRD6	SIMPLE_OR	BIVALENT	unknown	no
KHDC1	KHDC1	SIMPLE_AND	INCONSISTENT	unknown	no
CEP162	CEP162	SIMPLE_AND	INCONSISTENT	unknown	no
SYNCRIP	SYNCRIP	SIMPLE_AND	COMPLEX	unknown	no
NT5E	NT5E	SIMPLE_AND	REPRESSED	unknown	no
MRAP2	MRAP2	INCONSISTENT	SIMPLE_AND	unknown	no
LCA5	LCA5	SIMPLE_AND	INCONSISTENT	unknown	no
LMO2	LMO2	INCONSISTENT	SIMPLE_AND	unknown	yes
PRRG4	PRRG4	SIMPLE_AND	REPRESSED	unknown	no
PRPH	PRPH	REPRESSED	INCONSISTENT	unknown	no
GDF11	GDF11	SIMPLE_OR	INCONSISTENT	unknown	no
GLS2	GLS2	SIMPLE_OR	BIVALENT	metabolic	no
ITGA7	ITGA7	SIMPLE_AND	INCONSISTENT	structural/other	no
TESPA1	TESPA1	SIMPLE_AND	INCONSISTENT	unknown	no
AGAP2	AGAP2	SIMPLE_AND	INCONSISTENT	unknown	no
B4GALNT1	B4GALNT1	BIVALENT	INCONSISTENT	unknown	no
COQ10A	COQ10A	SIMPLE_AND	INCONSISTENT	unknown	no
ZC3H10	ZC3H10	SIMPLE_AND	INCONSISTENT	unknown	no
SLC26A10P	SLC26A10P	REPRESSED	INCONSISTENT	unknown	no
ACVR1B	ACVR1B	BIVALENT	INCONSISTENT	unknown	no
MAP7	MAP7	BIVALENT	INCONSISTENT	unknown	no
NHSL1	NHSL1	SIMPLE_OR	BIVALENT	unknown	no
HEY2	HEY2	INCONSISTENT	BIVALENT	transcription factor	no
PKIB	PKIB	SIMPLE_AND	INCONSISTENT	unknown	no
STX11	STX11	SIMPLE_AND	BIVALENT	unknown	no
TEC	TEC	SIMPLE_AND	INCONSISTENT	kinase/signaling	yes
SEMA4F	SEMA4F	SIMPLE_OR	BIVALENT	unknown	no
EGR4	EGR4	BIVALENT	INCONSISTENT	transcription factor	no
DYSF	DYSF	REPRESSED	INCONSISTENT	unknown	no
CCDC142	CCDC142	SIMPLE_AND	INCONSISTENT	unknown	no
MPHOSPH6	MPHOSPH6	SIMPLE_AND	BIVALENT	unknown	no
KIAA0513	KIAA0513	SIMPLE_AND	INCONSISTENT	unknown	no
FBXL8	FBXL8	SIMPLE_AND	INCONSISTENT	unknown	no
CCDC102A	CCDC102A	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF670-ZNF695	ZNF670-ZNF695	COMPLEX	INCONSISTENT	transcription factor	no
PCNX2	PCNX2	SIMPLE_OR	INCONSISTENT	unknown	no
STX6	STX6	SIMPLE_AND	INCONSISTENT	unknown	no
RNASEL	RNASEL	SIMPLE_AND	INCONSISTENT	unknown	no
NPL	NPL	SIMPLE_OR	INCONSISTENT	unknown	no
NIBAN1	NIBAN1	SIMPLE_AND	INCONSISTENT	unknown	no
LAMC1	LAMC1	SIMPLE_AND	BIVALENT	structural/other	no
ITM2C	ITM2C	SIMPLE_AND	SIMPLE_OR	unknown	no
SERPINE2	SERPINE2	BIVALENT	INCONSISTENT	unknown	no
DNAJB2	DNAJB2	SIMPLE_AND	INCONSISTENT	unknown	no
ARMC9	ARMC9	SIMPLE_AND	INCONSISTENT	unknown	no
TSGA10	TSGA10	SIMPLE_AND	INCONSISTENT	unknown	no
MFSD9	MFSD9	SIMPLE_AND	INCONSISTENT	unknown	no
C2orf49	C2orf49	SIMPLE_AND	INCONSISTENT	unknown	no
ANKRD36	ANKRD36	SIMPLE_AND	INCONSISTENT	unknown	no
EPC2	EPC2	SIMPLE_AND	BIVALENT	unknown	no
CKAP4	CKAP4	SIMPLE_AND	INCONSISTENT	unknown	no
PLXNC1	PLXNC1	SIMPLE_AND	REPRESSED	unknown	no
APPL2	APPL2	SIMPLE_OR	INCONSISTENT	unknown	no
DRAM1	DRAM1	SIMPLE_AND	INCONSISTENT	unknown	no
SLC41A2	SLC41A2	SIMPLE_AND	BIVALENT	metabolic	no
NEK3	NEK3	SIMPLE_AND	INCONSISTENT	kinase/signaling	no
TBC1D4	TBC1D4	SIMPLE_AND	INCONSISTENT	unknown	no
BORA	BORA	SIMPLE_AND	INCONSISTENT	unknown	no
LRCH1	LRCH1	SIMPLE_AND	INCONSISTENT	unknown	no
RCBTB1	RCBTB1	SIMPLE_AND	INCONSISTENT	unknown	no
PHF11	PHF11	SIMPLE_AND	INCONSISTENT	chromatin regulator	no
ITM2B	ITM2B	BIVALENT	SIMPLE_AND	unknown	no
SPRY2	SPRY2	SIMPLE_AND	INCONSISTENT	unknown	no
NUDT15	NUDT15	SIMPLE_AND	INCONSISTENT	unknown	no
RCBTB2	RCBTB2	SIMPLE_AND	INCONSISTENT	unknown	no
SETDB2	SETDB2	SIMPLE_AND	INCONSISTENT	chromatin regulator	no
SCRN1	SCRN1	SIMPLE_AND	INCONSISTENT	unknown	no
C7orf25	C7orf25	SIMPLE_AND	INCONSISTENT	unknown	no
CHST12	CHST12	SIMPLE_AND	INCONSISTENT	unknown	no
IL6	IL6	REPRESSED	INCONSISTENT	unknown	no
BZW2	BZW2	BIVALENT	SIMPLE_AND	unknown	no
NACAD	NACAD	REPRESSED	INCONSISTENT	unknown	no
MYO1G	MYO1G	SIMPLE_AND	INCONSISTENT	unknown	no
TTYH3	TTYH3	SIMPLE_AND	INCONSISTENT	unknown	no
