gene_id	gene_name	GM12878_gate_type	K562_gate_type	switch_category
ENSG00000183648	NDUFB1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000183655	KLHL25	COMPLEX	BIVALENT	complex->complex
ENSG00000183665	TRMT12	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000183666	GUSBP1	SIMPLE_OR	SIMPLE_OR	no change
ENSG00000183682	BMP8A	INCONSISTENT	BIVALENT	complex->complex
ENSG00000183684	ALYREF	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000183691	NOG	REPRESSED	BIVALENT	complex->complex
ENSG00000183696	UPP1	SIMPLE_AND	BIVALENT	simple->complex
ENSG00000183718	TRIM52	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000183722	LHFPL6	BIVALENT	BIVALENT	no change
ENSG00000183723	CMTM4	BIVALENT	SIMPLE_AND	complex->simple
ENSG00000183726	TMEM50A	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000183733	FIGLA	REPRESSED	REPRESSED	no change
ENSG00000183735	TBK1	COMPLEX	INCONSISTENT	complex->complex
ENSG00000183741	CBX6	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000183742	MACC1	SIMPLE_AND	SIMPLE_OR	SIMPLE_AND->SIMPLE_OR
ENSG00000183751	TBL3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000183760	ACP7	REPRESSED	REPRESSED	no change
ENSG00000183762	KREMEN1	BIVALENT	INCONSISTENT	complex->complex
ENSG00000183763	TRAIP	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000183765	CHEK2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000183770	FOXL2	REPRESSED	INCONSISTENT	complex->complex
ENSG00000183775	KCTD16	INCONSISTENT	INCONSISTENT	no change
ENSG00000183779	ZNF703	BIVALENT	BIVALENT	no change
ENSG00000183780	SLC35F3	REPRESSED	REPRESSED	no change
ENSG00000183784	DOCK8-AS1	INCONSISTENT	INCONSISTENT	no change
ENSG00000183798	EMILIN3	REPRESSED	REPRESSED	no change
ENSG00000183808	RBM12B	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000183814	LIN9	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000183826	BTBD9	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000183828	NUDT14	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000183831	ANKRD45	REPRESSED	INCONSISTENT	complex->complex
ENSG00000183856	IQGAP3	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000183864	TOB2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000183873	SCN5A	REPRESSED	BIVALENT	complex->complex
ENSG00000183891	TTC32	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000183914	DNAH2	BIVALENT	INCONSISTENT	complex->complex
ENSG00000183929	DUSP5P1	REPRESSED	BIVALENT	complex->complex
ENSG00000183935	HTR7P1	BIVALENT	INCONSISTENT	complex->complex
ENSG00000183943	PRKX	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000183955	KMT5A	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000183960	KCNH8	BIVALENT	INCONSISTENT	complex->complex
ENSG00000183963	SMTN	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000183971	NPW	INCONSISTENT	INCONSISTENT	no change
ENSG00000183978	COA3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184005	ST6GALNAC3	INCONSISTENT	INCONSISTENT	no change
ENSG00000184007	PTP4A2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184014	DENND5A	BIVALENT	SIMPLE_AND	complex->simple
ENSG00000184047	DIABLO	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184056	VPS33B	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184058	TBX1	REPRESSED	BIVALENT	complex->complex
ENSG00000184060	ADAP2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000184068	SREBF2-AS1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000184076	UQCR10	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184083	FAM120C	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000184111	RPL11P4	COMPLEX	INCONSISTENT	complex->complex
ENSG00000184117	NIPSNAP1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184154	LRRC51	INCONSISTENT	INCONSISTENT	no change
ENSG00000184162	NR2C2AP	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000184164	CRELD2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000184178	SCFD2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184182	UBE2F	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184185	KCNJ12	REPRESSED	INCONSISTENT	complex->complex
ENSG00000184203	PPP1R2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184205	TSPYL2	COMPLEX	INCONSISTENT	complex->complex
ENSG00000184207	PGP	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184208	C22orf46	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000184209	SNRNP35	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184210	DGAT2L6	INCONSISTENT	INCONSISTENT	no change
ENSG00000184216	IRAK1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184220	CMSS1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184224	NDUFV1-DT	INCONSISTENT	INCONSISTENT	no change
ENSG00000184226	PCDH9	BIVALENT	INCONSISTENT	complex->complex
ENSG00000184232	OAF	SIMPLE_OR	BIVALENT	simple->complex
ENSG00000184260	H2AC20	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184261	KCNK12	REPRESSED	BIVALENT	complex->complex
ENSG00000184270	H2AC21	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184271	POU6F1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000184277	TM2D3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184281	TSSC4	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184307	ZDHHC23	SIMPLE_OR	BIVALENT	simple->complex
ENSG00000184349	EFNA5	BIVALENT	INCONSISTENT	complex->complex
ENSG00000184357	H1-5	SIMPLE_AND	SIMPLE_OR	SIMPLE_AND->SIMPLE_OR
ENSG00000184371	CSF1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184378	ACTRT3	INCONSISTENT	INCONSISTENT	no change
ENSG00000184381	PLA2G6	SIMPLE_AND	SIMPLE_OR	SIMPLE_AND->SIMPLE_OR
ENSG00000184384	MAML2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000184402	SS18L1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184432	COPB2	COMPLEX	SIMPLE_AND	complex->simple
ENSG00000184436	THAP7	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184445	KNTC1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184454	NCMAP	REPRESSED	REPRESSED	no change
ENSG00000184459	BPIFC	REPRESSED	REPRESSED	no change
ENSG00000184465	WDR27	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184470	TXNRD2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184481	FOXO4	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000184486	POU3F2	BIVALENT	INCONSISTENT	complex->complex
ENSG00000184489	PTP4A3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184497	TMEM255B	BIVALENT	INCONSISTENT	complex->complex
ENSG00000184500	PROS1	INCONSISTENT	SIMPLE_AND	complex->simple
ENSG00000184507	NUTM1	INCONSISTENT	INCONSISTENT	no change
ENSG00000184508	HDDC3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184517	ZFP1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184523	PTGER4P2	INCONSISTENT	INCONSISTENT	no change
ENSG00000184545	DUSP8	BIVALENT	INCONSISTENT	complex->complex
ENSG00000184557	SOCS3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184574	LPAR5	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184575	XPOT	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184584	STING1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184602	SNN	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000184619	KRBA2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000184634	MED12	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184635	ZNF93	COMPLEX	COMPLEX	no change
ENSG00000184640	SEPTIN9	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184661	CDCA2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184675	AMER1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000184677	ZBTB40	SIMPLE_OR	SIMPLE_AND	SIMPLE_OR->SIMPLE_AND
ENSG00000184678	H2BC21	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184697	CLDN6	INCONSISTENT	INCONSISTENT	no change
ENSG00000184708	EIF4ENIF1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184709	LRRC26	BIVALENT	INCONSISTENT	complex->complex
ENSG00000184716	SERINC4	INCONSISTENT	INCONSISTENT	no change
ENSG00000184730	APOBR	INCONSISTENT	INCONSISTENT	no change
ENSG00000184743	ATL3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184752	NDUFA12	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184786	DYNLT2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000184787	UBE2G2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184788	SATL1	INCONSISTENT	INCONSISTENT	no change
ENSG00000184792	OSBP2	SIMPLE_OR	SIMPLE_OR	no change
ENSG00000184828	ZBTB7C	BIVALENT	INCONSISTENT	complex->complex
ENSG00000184831	APOO	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184838	PRR16	REPRESSED	INCONSISTENT	complex->complex
ENSG00000184840	TMED9	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184845	DRD1	REPRESSED	REPRESSED	no change
ENSG00000184857	TMEM186	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000184860	SDR42E1	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000184863	RBM33	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184867	ARMCX2	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000184897	H1-10	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184898	RBM43	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000184900	SUMO3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184903	IMMP2L	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184916	JAG2	REPRESSED	SIMPLE_AND	complex->simple
ENSG00000184922	FMNL1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184924	PTRHD1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000184925	LCN12	INCONSISTENT	INCONSISTENT	no change
ENSG00000184937	WT1	REPRESSED	SIMPLE_AND	complex->simple
ENSG00000184939	ZFP90	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000184949	FAM227A	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000184967	NOC4L	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184979	USP18	SIMPLE_AND	BIVALENT	simple->complex
ENSG00000184983	NDUFA6	COMPLEX	SIMPLE_AND	complex->simple
ENSG00000184986	TMEM121	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000184990	SIVA1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000184992	BRI3BP	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185000	DGAT1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185002	RFX6	REPRESSED	BIVALENT	complex->complex
ENSG00000185009	AP3M1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185010	F8	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185015	CA13	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185019	UBOX5	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185022	MAFF	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185024	BRF1	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000185033	SEMA4B	SIMPLE_OR	SIMPLE_OR	no change
ENSG00000185043	CIB1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185046	ANKS1B	INCONSISTENT	INCONSISTENT	no change
ENSG00000185049	NELFA	BIVALENT	SIMPLE_OR	complex->simple
ENSG00000185056	C5orf47	INCONSISTENT	INCONSISTENT	no change
ENSG00000185065	UFD1-AS1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185085	INTS5	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185088	RPS27L	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185090	MANEAL	SIMPLE_OR	BIVALENT	simple->complex
ENSG00000185100	ADSS1	INCONSISTENT	INCONSISTENT	no change
ENSG00000185101	ANO9	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185104	FAF1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185112	FAM43A	INCONSISTENT	INCONSISTENT	no change
ENSG00000185115	NSMCE3	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185122	HSF1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185127	C6orf120	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185129	PURA	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185130	H2BC13	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185155	MIXL1	INCONSISTENT	INCONSISTENT	no change
ENSG00000185158	LRRC37B	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185163	DDX51	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185164	NOMO2	SIMPLE_OR	SIMPLE_OR	no change
ENSG00000185189	NRBP2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185215	TNFAIP2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185219	ZNF445	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185220	PGBD2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185222	TCEAL9	INCONSISTENT	INCONSISTENT	no change
ENSG00000185236	RAB11B	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185238	PRMT3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185246	PRPF39	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185250	PPIL6	INCONSISTENT	INCONSISTENT	no change
ENSG00000185252	ZNF74	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185261	KIAA0825	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185262	UBALD2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185267	CDNF	INCONSISTENT	INCONSISTENT	no change
ENSG00000185269	NOTUM	REPRESSED	INCONSISTENT	complex->complex
ENSG00000185272	RBM11	COMPLEX	INCONSISTENT	complex->complex
ENSG00000185278	ZBTB37	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185298	CCDC137	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185305	ARL15	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185338	SOCS1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185339	TCN2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185340	GAS2L1	BIVALENT	INCONSISTENT	complex->complex
ENSG00000185344	ATP6V0A2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185345	PRKN	INCONSISTENT	INCONSISTENT	no change
ENSG00000185347	TEDC1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185352	HS6ST3	REPRESSED	BIVALENT	complex->complex
ENSG00000185359	HGS	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185361	TNFAIP8L1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185379	RAD51D	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185386	MAPK11	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000185404	SP140L	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185414	MRPL30	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185418	TARS3	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185420	SMYD3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185432	METTL7A	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185436	IFNLR1	SIMPLE_AND	REPRESSED	simple->complex
ENSG00000185437	SH3BGR	INCONSISTENT	INCONSISTENT	no change
ENSG00000185442	FAM174B	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185453	ZSWIM9	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185475	TMEM179B	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185480	PARPBP	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185482	STAC3	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000185485	SDHAP1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185499	MUC1	INCONSISTENT	SIMPLE_AND	complex->simple
ENSG00000185504	FAAP100	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185507	IRF7	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185515	BRCC3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185518	SV2B	SIMPLE_OR	REPRESSED	simple->complex
ENSG00000185519	FAM131C	REPRESSED	INCONSISTENT	complex->complex
ENSG00000185522	LMNTD2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185527	PDE6G	INCONSISTENT	INCONSISTENT	no change
ENSG00000185551	NR2F2	BIVALENT	SIMPLE_AND	complex->simple
ENSG00000185561	TLCD2	INCONSISTENT	INCONSISTENT	no change
ENSG00000185567	AHNAK2	REPRESSED	INCONSISTENT	complex->complex
ENSG00000185585	OLFML2A	BIVALENT	INCONSISTENT	complex->complex
ENSG00000185591	SP1	COMPLEX	SIMPLE_AND	complex->simple
ENSG00000185608	MRPL40	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185614	INKA1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185619	PCGF3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185621	LMLN	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185624	P4HB	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185627	PSMD13	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185633	NDUFA4L2	BIVALENT	INCONSISTENT	complex->complex
ENSG00000185634	SHC4	REPRESSED	BIVALENT	complex->complex
ENSG00000185640	KRT79	REPRESSED	COMPLEX	complex->complex
ENSG00000185650	ZFP36L1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185664	PMEL	INCONSISTENT	INCONSISTENT	no change
ENSG00000185668	POU3F1	INCONSISTENT	INCONSISTENT	no change
ENSG00000185669	SNAI3	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000185670	ZBTB3	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185681	MORN5	INCONSISTENT	INCONSISTENT	no change
ENSG00000185697	MYBL1	INCONSISTENT	INCONSISTENT	no change
ENSG00000185716	MOSMO	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185721	DRG1	COMPLEX	SIMPLE_AND	complex->simple
ENSG00000185722	ANKFY1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185728	YTHDF3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185730	ZNF696	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185736	ADARB2	SIMPLE_AND	REPRESSED	simple->complex
ENSG00000185745	IFIT1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185753	CXorf38	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185760	KCNQ5	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185761	ADAMTSL5	INCONSISTENT	SIMPLE_AND	complex->simple
ENSG00000185787	MORF4L1	BIVALENT	BIVALENT	no change
ENSG00000185798	WDR53	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185800	DMWD	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185808	PIGP	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185811	IKZF1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185813	PCYT2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185825	BCAP31	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185837	HDHD5-AS1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185838	GNB1L	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185862	EVI2B	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185875	THNSL1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185880	TRIM69	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185883	ATP6V0C	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185885	IFITM1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185896	LAMP1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185900	POMK	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185909	KLHDC8B	SIMPLE_OR	SIMPLE_AND	SIMPLE_OR->SIMPLE_AND
ENSG00000185917	SETD4	SIMPLE_OR	SIMPLE_OR	no change
ENSG00000185924	RTN4RL1	BIVALENT	INCONSISTENT	complex->complex
ENSG00000185946	RNPC3	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185947	ZNF267	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000185950	IRS2	COMPLEX	INCONSISTENT	complex->complex
ENSG00000185963	BICD2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185986	SDHAP3	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000185989	RASA3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186001	LRCH3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186007	LEMD1	REPRESSED	BIVALENT	complex->complex
ENSG00000186010	NDUFA13	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186017	ZNF566	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000186019	ZNF225-AS1	INCONSISTENT	INCONSISTENT	no change
ENSG00000186026	ZNF284	COMPLEX	INCONSISTENT	complex->complex
ENSG00000186056	MATN1-AS1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000186063	AIDA	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186073	CDIN1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186088	GSAP	SIMPLE_AND	REPRESSED	simple->complex
ENSG00000186104	CYP2R1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186106	ANKRD46	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186111	PIP5K1C	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186118	TEX38	INCONSISTENT	INCONSISTENT	no change
ENSG00000186130	ZBTB6	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000186132	C2orf76	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000186141	POLR3C	COMPLEX	SIMPLE_AND	complex->simple
ENSG00000186150	UBL4B	REPRESSED	REPRESSED	no change
ENSG00000186153	WWOX	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000186162	CIDECP1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000186166	CENATAC	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000186174	BCL9L	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000186184	POLR1D	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186185	KIF18B	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186187	ZNRF1	SIMPLE_OR	SIMPLE_AND	SIMPLE_OR->SIMPLE_AND
ENSG00000186193	SAPCD2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186205	MTARC1	REPRESSED	REPRESSED	no change
ENSG00000186212	SOWAHB	INCONSISTENT	REPRESSED	complex->complex
ENSG00000186222	BLOC1S4	COMPLEX	SIMPLE_AND	complex->simple
ENSG00000186230	ZNF749	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186231	KLHL32	INCONSISTENT	INCONSISTENT	no change
ENSG00000186234	FAM86MP	INCONSISTENT	INCONSISTENT	no change
ENSG00000186235	LINC02610	BIVALENT	INCONSISTENT	complex->complex
ENSG00000186260	MRTFB	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000186272	ZNF17	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000186280	KDM4D	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000186283	TOR3A	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186298	PPP1CC	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186300	ZNF555	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000186301	MST1P2	INCONSISTENT	INCONSISTENT	no change
ENSG00000186314	PRELID2	INCONSISTENT	SIMPLE_AND	complex->simple
ENSG00000186318	BACE1	BIVALENT	REPRESSED	complex->complex
ENSG00000186326	RGS9BP	BIVALENT	INCONSISTENT	complex->complex
ENSG00000186340	THBS2	REPRESSED	REPRESSED	no change
ENSG00000186352	ANKRD37	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186364	NUDT17	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000186369	SERTAD4BP	REPRESSED	REPRESSED	no change
ENSG00000186376	ZNF75D	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000186416	NKRF	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186417	GLDN	REPRESSED	REPRESSED	no change
ENSG00000186432	KPNA4	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186446	ZNF501	COMPLEX	COMPLEX	no change
ENSG00000186468	RPS23	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186470	BTN3A2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000186472	PCLO	BIVALENT	INCONSISTENT	complex->complex
ENSG00000186479	RGS7BP	REPRESSED	REPRESSED	no change
ENSG00000186480	INSIG1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186496	ZNF396	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000186501	TMEM222	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186532	SMYD4	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000186564	FOXD2	BIVALENT	INCONSISTENT	complex->complex
ENSG00000186566	GPATCH8	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186575	NF2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186577	SMIM29	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186591	UBE2H	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186594	MIR22HG	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000186615	KTN1-AS1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000186625	KATNA1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186635	ARAP1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186638	KIF24	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000186648	CARMIL3	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000186654	PRR5	REPRESSED	SIMPLE_OR	complex->simple
ENSG00000186660	ZFP91	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000186665	C17orf58	BIVALENT	SIMPLE_AND	complex->simple
