gene_id	gene_name	gate_type_GM12878	gate_type_K562	switch_direction	GM12878_expression	K562_expression	replicate_check
ENSG00000105523	FAM83E	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000105538	RASIP1	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000105559	PLEKHA4	INCONSISTENT	SIMPLE_AND	INC→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000105610	KLF1	INCONSISTENT	SIMPLE_AND	INC→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000105613	MAST1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000105617	LENG1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000105619	TFPT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000105642	KCNN1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000105649	RAB3A	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000105655	ISYNA1	SIMPLE_OR	SIMPLE_AND	OR→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000105656	ELL	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000105662	CRTC1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000105664	COMP	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000105677	TMEM147	COMPLEX	SIMPLE_AND	CPX→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000105696	TMEM59L	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000105698	USF2	COMPLEX	SIMPLE_AND	CPX→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000105708	ZNF14	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000105711	SCN1B	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000105717	PBX4	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000105738	SIPA1L3	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000105750	ZNF85	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000105792	CFAP69	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000105854	PON2	SIMPLE_OR	SIMPLE_AND	OR→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000105855	ITGB8	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000105875	WDR91	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000105889	STEAP1B	REPRESSED	SIMPLE_AND	REP→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000105928	GSDME	SIMPLE_AND	BIVALENT	AND→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000105948	TTC26	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000105963	ADAP1	SIMPLE_AND	BIVALENT	AND→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000105976	MET	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000105982	RNF32	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000105989	WNT2	BIVALENT	REPRESSED	BIV→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000105991	HOXA1	INCONSISTENT	BIVALENT	INC→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000105997	HOXA3	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106006	HOXA6	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106012	IQCE	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106025	TSPAN12	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106031	HOXA13	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000106034	CPED1	BIVALENT	SIMPLE_AND	BIV→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000106066	CPVL	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106069	CHN2	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000106077	ABHD11	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106080	FKBP14	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106086	PLEKHA8	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106089	STX1A	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106100	NOD1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106123	EPHB6	BIVALENT	SIMPLE_AND	BIV→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000106125	MINDY4	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106144	CASP2	SIMPLE_AND	COMPLEX	AND→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000106246	PTCD1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106299	WASL	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106328	FSCN3	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106330	MOSPD3	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106346	USP42	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106348	IMPDH1	SIMPLE_OR	SIMPLE_AND	OR→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000106351	AGFG2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106415	GLCCI1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106477	CEP41	SIMPLE_AND	COMPLEX	AND→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000106479	ZNF862	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106484	MEST	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106524	ANKMY2	BIVALENT	SIMPLE_AND	BIV→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000106537	TSPAN13	REPRESSED	SIMPLE_AND	REP→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000106560	GIMAP2	SIMPLE_AND	REPRESSED	AND→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000106615	RHEB	SIMPLE_AND	COMPLEX	AND→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000106624	AEBP1	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106665	CLIP2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106692	FKTN	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106701	FSD1L	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106733	NMRK1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106789	CORO2A	INCONSISTENT	SIMPLE_AND	INC→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000106799	TGFBR1	BIVALENT	SIMPLE_AND	BIV→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000106803	SEC61B	COMPLEX	SIMPLE_AND	CPX→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000106804	C5	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106829	TLE4	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106852	LHX6	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000106948	AKNA	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106976	DNM1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000106993	CDC37L1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107020	PLGRKT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107021	TBC1D13	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107104	KANK1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107130	NCS1	REPRESSED	SIMPLE_OR	REP→OR			NOT_EVALUATED_consensus_calls_only
ENSG00000107140	TESK1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107175	CREB3	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107185	RGP1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107201	RIGI	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107242	PIP5K1B	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107262	BAG1	COMPLEX	SIMPLE_AND	CPX→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000107263	RAPGEF1	SIMPLE_AND	SIMPLE_OR	AND→OR			NOT_EVALUATED_consensus_calls_only
ENSG00000107281	NPDC1	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000107282	APBA1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107331	ABCA2	BIVALENT	SIMPLE_OR	BIV→OR			NOT_EVALUATED_consensus_calls_only
ENSG00000107338	SHB	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107443	CCNJ	COMPLEX	SIMPLE_AND	CPX→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000107518	ATRNL1	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107537	PHYH	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107551	RASSF4	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107554	DNMBP	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107560	RAB11FIP2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107566	ERLIN1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107614	TRDMT1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107669	ATE1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107679	PLEKHA1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107719	PALD1	SIMPLE_AND	BIVALENT	AND→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000107731	UNC5B	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000107738	VSIR	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107789	MINPP1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107796	ACTA2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107798	LIPA	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107807	TLX1	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000107819	SFXN3	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107821	KAZALD1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107829	FBXW4	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107859	PITX3	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107864	CPEB3	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107872	FBXL15	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107882	SUFU	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107890	ANKRD26	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107897	ACBD5	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107902	LHPP	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107960	STN1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000107968	MAP3K8	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108021	TASOR2	SIMPLE_AND	COMPLEX	AND→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000108175	ZMIZ1	SIMPLE_OR	SIMPLE_AND	OR→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000108187	PBLD	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108239	TBC1D12	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108309	RUNDC3A	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000108344	PSMD3	COMPLEX	SIMPLE_AND	CPX→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000108352	RAPGEFL1	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108370	RGS9	SIMPLE_AND	BIVALENT	AND→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000108375	RNF43	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108384	RAD51C	SIMPLE_AND	COMPLEX	AND→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000108405	P2RX1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108515	ENO3	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108551	RASD1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108557	RAI1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108576	SLC6A4	SIMPLE_OR	REPRESSED	OR→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000108590	MED31	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108599	AKAP10	SIMPLE_AND	COMPLEX	AND→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000108622	ICAM2	SIMPLE_AND	SIMPLE_OR	AND→OR			NOT_EVALUATED_consensus_calls_only
ENSG00000108641	B9D1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108666	C17orf75	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108669	CYTH1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108733	PEX12	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108771	DHX58	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108773	KAT2A	SIMPLE_OR	SIMPLE_AND	OR→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000108784	NAGLU	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108786	HSD17B1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108797	CNTNAP1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108798	ABI3	SIMPLE_AND	REPRESSED	AND→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000108828	VAT1	SIMPLE_OR	SIMPLE_AND	OR→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000108846	ABCC3	BIVALENT	REPRESSED	BIV→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000108852	MPP2	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000108854	SMURF2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108924	HLF	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000108932	SLC16A6	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108960	MMD	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108961	RANGRF	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000108984	MAP2K6	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000109066	TMEM104	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000109083	IFT20	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000109089	CDR2L	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000109103	UNC119	SIMPLE_AND	SIMPLE_OR	AND→OR			NOT_EVALUATED_consensus_calls_only
ENSG00000109113	RAB34	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000109189	USP46	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000109220	CHIC2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000109255	NMU	REPRESSED	SIMPLE_AND	REP→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000109320	NFKB1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000109321	AREG	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000109323	MANBA	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000109339	MAPK10	BIVALENT	REPRESSED	BIV→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000109445	ZNF330	COMPLEX	SIMPLE_AND	CPX→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000109458	GAB1	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000109466	KLHL2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000109618	SEPSECS	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000109625	CPZ	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000109689	STIM2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000109705	NKX3-2	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000109771	LRP2BP	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000109832	DDX25	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000109861	CTSC	SIMPLE_AND	SIMPLE_OR	AND→OR			NOT_EVALUATED_consensus_calls_only
ENSG00000109881	CCDC34	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000109944	JHY	SIMPLE_AND	REPRESSED	AND→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000110031	LPXN	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000110042	DTX4	SIMPLE_AND	BIVALENT	AND→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000110047	EHD1	SIMPLE_OR	SIMPLE_AND	OR→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000110057	UNC93B1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000110060	PUS3	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000110077	MS4A6A	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000110171	TRIM3	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000110237	ARHGEF17	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000110274	CEP164	BIVALENT	REPRESSED	BIV→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000110315	RNF141	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000110324	IL10RA	SIMPLE_AND	BIVALENT	AND→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000110328	GALNT18	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000110427	KIAA1549L	BIVALENT	REPRESSED	BIV→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000110442	COMMD9	SIMPLE_OR	SIMPLE_AND	OR→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000110446	SLC15A3	SIMPLE_AND	REPRESSED	AND→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000110455	ACCS	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000110492	MDK	BIVALENT	SIMPLE_AND	BIV→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000110660	SLC35F2	SIMPLE_AND	SIMPLE_OR	AND→OR			NOT_EVALUATED_consensus_calls_only
ENSG00000110696	C11orf58	REPRESSED	SIMPLE_OR	REP→OR			NOT_EVALUATED_consensus_calls_only
ENSG00000110723	EXPH5	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000110756	HPS5	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000110811	P3H3	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000110841	PPFIBP1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000110844	PRPF40B	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000110848	CD69	SIMPLE_AND	COMPLEX	AND→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000110852	CLEC2B	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000110876	SELPLG	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000110925	CSRNP2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000110934	BIN2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000110944	IL23A	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000110975	SYT10	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000110987	BCL7A	BIVALENT	COMPLEX	BIV→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000111012	CYP27B1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000111057	KRT18	INCONSISTENT	SIMPLE_AND	INC→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000111087	GLI1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000111110	PPM1H	BIVALENT	SIMPLE_AND	BIV→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000111145	ELK3	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000111186	WNT5B	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000111196	MAGOHB	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000111199	TRPV4	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000111224	PARP11	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000111254	AKAP3	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000111269	CREBL2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000111305	GSG1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000111331	OAS3	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000111335	OAS2	SIMPLE_AND	REPRESSED	AND→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000111348	ARHGDIB	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000111412	SPRING1	SIMPLE_AND	BIVALENT	AND→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000111450	STX2	SIMPLE_OR	SIMPLE_AND	OR→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000111481	COPZ1	REPRESSED	SIMPLE_AND	REP→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000111490	TBC1D30	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000111554	MDM1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000111615	KRR1	SIMPLE_AND	COMPLEX	AND→CPX			NOT_EVALUATED_consensus_calls_only
