gene_id	gate_type	complexity_score	gene_id_clean	gene_name
ENSG00000267058	COMPLEX	3.0	ENSG00000267058	
ENSG00000267059	INCONSISTENT	2.0	ENSG00000267059	
ENSG00000267060	SIMPLE_AND	1.0	ENSG00000267060	PTGES3L
ENSG00000267061	NULL	-1.0	ENSG00000267061	
ENSG00000267062	INCONSISTENT	1.0	ENSG00000267062	
ENSG00000267063	NULL	-1.0	ENSG00000267063	
ENSG00000267064	SIMPLE_AND	1.0	ENSG00000267064	UXT-AS1
ENSG00000267065	NULL	-1.0	ENSG00000267065	LINC02080
ENSG00000267066	INCONSISTENT	1.0	ENSG00000267066	PLEKHB2P1
ENSG00000267069	REPRESSED	1.0	ENSG00000267069	
ENSG00000267070	INCONSISTENT	2.0	ENSG00000267070	
ENSG00000267072	NULL	-1.0	ENSG00000267072	
ENSG00000267073	BIVALENT	4.0	ENSG00000267073	
ENSG00000267074	NULL	-1.0	ENSG00000267074	
ENSG00000267075	NULL	-1.0	ENSG00000267075	
ENSG00000267076	NULL	-1.0	ENSG00000267076	MIX23P3
ENSG00000267077	NULL	-1.0	ENSG00000267077	
ENSG00000267078	NULL	-1.0	ENSG00000267078	
ENSG00000267079	NULL	-1.0	ENSG00000267079	LOC101927511
ENSG00000267080	SIMPLE_AND	1.0	ENSG00000267080	ASB16-AS1
ENSG00000267081	NULL	-1.0	ENSG00000267081	
ENSG00000267082	NULL	-1.0	ENSG00000267082	DOCK6-AS1
ENSG00000267083	NULL	-1.0	ENSG00000267083	KRT18P61
ENSG00000267084	NULL	-1.0	ENSG00000267084	
ENSG00000267085	NULL	-1.0	ENSG00000267085	
ENSG00000267088	NULL	-1.0	ENSG00000267088	
ENSG00000267089	REPRESSED	1.0	ENSG00000267089	
ENSG00000267090	NULL	-1.0	ENSG00000267090	
ENSG00000267091	REPRESSED	1.0	ENSG00000267091	CTBP2P7
ENSG00000267092	NULL	-1.0	ENSG00000267092	
ENSG00000267095	NULL	-1.0	ENSG00000267095	
ENSG00000267096	NULL	-1.0	ENSG00000267096	
ENSG00000267097	NULL	-1.0	ENSG00000267097	SLC14A2-AS1
ENSG00000267098	NULL	-1.0	ENSG00000267098	
ENSG00000267099	NULL	-1.0	ENSG00000267099	NTF6G
ENSG00000267100	SIMPLE_AND	1.0	ENSG00000267100	ILF3-DT
ENSG00000267101	NULL	-1.0	ENSG00000267101	
ENSG00000267102	NULL	-1.0	ENSG00000267102	
ENSG00000267104	NULL	-1.0	ENSG00000267104	TBC1D3P1-DHX40P1
ENSG00000267105	NULL	-1.0	ENSG00000267105	
ENSG00000267106	SIMPLE_AND	1.0	ENSG00000267106	ZNF561-AS1
ENSG00000267107	REPRESSED	1.0	ENSG00000267107	PCAT19
ENSG00000267108	NULL	-1.0	ENSG00000267108	
ENSG00000267109	NULL	-1.0	ENSG00000267109	
ENSG00000267110	NULL	-1.0	ENSG00000267110	
ENSG00000267112	NULL	-1.0	ENSG00000267112	RAB27B-AS1
ENSG00000267113	REPRESSED	1.0	ENSG00000267113	
ENSG00000267114	INCONSISTENT	2.0	ENSG00000267114	
ENSG00000267115	COMPLEX	4.0	ENSG00000267115	
ENSG00000267116	NULL	-1.0	ENSG00000267116	PMM2P2
ENSG00000267117	NULL	-1.0	ENSG00000267117	
ENSG00000267119	INCONSISTENT	2.0	ENSG00000267119	RPL10P15
ENSG00000267120	INCONSISTENT	2.0	ENSG00000267120	
ENSG00000267121	SIMPLE_AND	1.0	ENSG00000267121	FMNL1-DT
ENSG00000267122	NULL	-1.0	ENSG00000267122	DOT1L-AS1
ENSG00000267123	SIMPLE_AND	1.0	ENSG00000267123	SCAT1
ENSG00000267124	NULL	-1.0	ENSG00000267124	
ENSG00000267125	NULL	-1.0	ENSG00000267125	KLF16-AS1
ENSG00000267127	INCONSISTENT	2.0	ENSG00000267127	
ENSG00000267128	REPRESSED	1.0	ENSG00000267128	RNF157-AS1
ENSG00000267129	NULL	-1.0	ENSG00000267129	OR1AC1P
ENSG00000267130	INCONSISTENT	1.0	ENSG00000267130	
ENSG00000267131	REPRESSED	1.0	ENSG00000267131	
ENSG00000267132	NULL	-1.0	ENSG00000267132	HMGB3P27
ENSG00000267133	NULL	-1.0	ENSG00000267133	
ENSG00000267134	NULL	-1.0	ENSG00000267134	LINC01924
ENSG00000267135	NULL	-1.0	ENSG00000267135	
ENSG00000267136	NULL	-1.0	ENSG00000267136	
ENSG00000267137	NULL	-1.0	ENSG00000267137	
ENSG00000267138	NULL	-1.0	ENSG00000267138	
ENSG00000267139	NULL	-1.0	ENSG00000267139	
ENSG00000267140	INCONSISTENT	2.0	ENSG00000267140	
ENSG00000267141	INCONSISTENT	2.0	ENSG00000267141	
ENSG00000267142	NULL	-1.0	ENSG00000267142	
ENSG00000267143	NULL	-1.0	ENSG00000267143	
ENSG00000267144	INCONSISTENT	2.0	ENSG00000267144	ZNF222-DT
ENSG00000267145	NULL	-1.0	ENSG00000267145	
ENSG00000267146	NULL	-1.0	ENSG00000267146	
ENSG00000267147	INCONSISTENT	1.0	ENSG00000267147	LINC01842
ENSG00000267148	NULL	-1.0	ENSG00000267148	
ENSG00000267149	NULL	-1.0	ENSG00000267149	
ENSG00000267150	NULL	-1.0	ENSG00000267150	
ENSG00000267151	NULL	-1.0	ENSG00000267151	MIR2117HG
ENSG00000267152	REPRESSED	1.0	ENSG00000267152	
ENSG00000267153	NULL	-1.0	ENSG00000267153	CTBP2P3
ENSG00000267154	NULL	-1.0	ENSG00000267154	OR1M4P
ENSG00000267156	REPRESSED	1.0	ENSG00000267156	TPMTP1
ENSG00000267157	NULL	-1.0	ENSG00000267157	
ENSG00000267159	INCONSISTENT	2.0	ENSG00000267159	
ENSG00000267160	NULL	-1.0	ENSG00000267160	
ENSG00000267162	NULL	-1.0	ENSG00000267162	SDHDP1
ENSG00000267165	INCONSISTENT	2.0	ENSG00000267165	CHMP1B-AS1
ENSG00000267166	REPRESSED	1.0	ENSG00000267166	
ENSG00000267168	INCONSISTENT	2.0	ENSG00000267168	
ENSG00000267169	SIMPLE_AND	1.0	ENSG00000267169	ADGRL1-AS1
ENSG00000267170	NULL	-1.0	ENSG00000267170	CALM2P1
ENSG00000267172	NULL	-1.0	ENSG00000267172	
ENSG00000267173	COMPLEX	3.0	ENSG00000267173	
ENSG00000267174	INCONSISTENT	2.0	ENSG00000267174	TSPAN16-AS1
ENSG00000267175	NULL	-1.0	ENSG00000267175	
ENSG00000267177	NULL	-1.0	ENSG00000267177	
ENSG00000267178	NULL	-1.0	ENSG00000267178	PHF5AP1
ENSG00000267179	INCONSISTENT	2.0	ENSG00000267179	
ENSG00000267180	NULL	-1.0	ENSG00000267180	
ENSG00000267182	NULL	-1.0	ENSG00000267182	SNRPCP20
ENSG00000267184	NULL	-1.0	ENSG00000267184	
ENSG00000267185	INCONSISTENT	2.0	ENSG00000267185	PTP4A2P1
ENSG00000267187	NULL	-1.0	ENSG00000267187	
ENSG00000267188	INCONSISTENT	1.0	ENSG00000267188	
ENSG00000267189	NULL	-1.0	ENSG00000267189	ATP5MGP7
ENSG00000267190	NULL	-1.0	ENSG00000267190	TYMSP2
ENSG00000267191	COMPLEX	3.0	ENSG00000267191	ZNF45-AS1
ENSG00000267192	NULL	-1.0	ENSG00000267192	
ENSG00000267193	NULL	-1.0	ENSG00000267193	
ENSG00000267195	BIVALENT	4.0	ENSG00000267195	MIR212
ENSG00000267196	NULL	-1.0	ENSG00000267196	
ENSG00000267197	NULL	-1.0	ENSG00000267197	
ENSG00000267198	NULL	-1.0	ENSG00000267198	
ENSG00000267199	NULL	-1.0	ENSG00000267199	
ENSG00000267200	BIVALENT	4.0	ENSG00000267200	MIR132
ENSG00000267201	INCONSISTENT	2.0	ENSG00000267201	LINC01775
ENSG00000267202	NULL	-1.0	ENSG00000267202	LOC105372068
ENSG00000267203	NULL	-1.0	ENSG00000267203	SNRPGP4
ENSG00000267204	NULL	-1.0	ENSG00000267204	LINC01782
ENSG00000267205	NULL	-1.0	ENSG00000267205	
ENSG00000267206	NULL	-1.0	ENSG00000267206	LCN6
ENSG00000267207	NULL	-1.0	ENSG00000267207	BCAS3-AS1
ENSG00000267209	NULL	-1.0	ENSG00000267209	LINC01897
ENSG00000267211	INCONSISTENT	2.0	ENSG00000267211	
ENSG00000267212	INCONSISTENT	2.0	ENSG00000267212	
ENSG00000267213	COMPLEX	4.0	ENSG00000267213	DPY19L3-DT
ENSG00000267214	COMPLEX	3.0	ENSG00000267214	
ENSG00000267215	NULL	-1.0	ENSG00000267215	
ENSG00000267216	SIMPLE_AND	1.0	ENSG00000267216	ZNF8-ERVK3-1
ENSG00000267218	NULL	-1.0	ENSG00000267218	LOC100421620
ENSG00000267219	INCONSISTENT	2.0	ENSG00000267219	
ENSG00000267220	NULL	-1.0	ENSG00000267220	
ENSG00000267221	BIVALENT	4.0	ENSG00000267221	C17orf113
ENSG00000267222	NULL	-1.0	ENSG00000267222	
ENSG00000267223	BIVALENT	4.0	ENSG00000267223	
ENSG00000267224	REPRESSED	1.0	ENSG00000267224	
ENSG00000267225	NULL	-1.0	ENSG00000267225	WDR7-OT1
ENSG00000267226	INCONSISTENT	2.0	ENSG00000267226	MALT1-AS1
ENSG00000267227	NULL	-1.0	ENSG00000267227	
ENSG00000267228	INCONSISTENT	2.0	ENSG00000267228	
ENSG00000267231	INCONSISTENT	2.0	ENSG00000267231	
ENSG00000267232	INCONSISTENT	2.0	ENSG00000267232	
ENSG00000267233	NULL	-1.0	ENSG00000267233	HNRNPA3P16
ENSG00000267234	NULL	-1.0	ENSG00000267234	
ENSG00000267235	NULL	-1.0	ENSG00000267235	ZNF861P
ENSG00000267238	NULL	-1.0	ENSG00000267238	
ENSG00000267239	BIVALENT	4.0	ENSG00000267239	
ENSG00000267240	NULL	-1.0	ENSG00000267240	
ENSG00000267241	NULL	-1.0	ENSG00000267241	CYP4F10P
ENSG00000267243	NULL	-1.0	ENSG00000267243	
ENSG00000267244	NULL	-1.0	ENSG00000267244	LOC100288123
ENSG00000267245	NULL	-1.0	ENSG00000267245	GCM1P1
ENSG00000267246	NULL	-1.0	ENSG00000267246	
ENSG00000267247	NULL	-1.0	ENSG00000267247	
ENSG00000267248	SIMPLE_AND	1.0	ENSG00000267248	LOC100996660
ENSG00000267249	NULL	-1.0	ENSG00000267249	
ENSG00000267250	NULL	-1.0	ENSG00000267250	
ENSG00000267251	NULL	-1.0	ENSG00000267251	
ENSG00000267252	NULL	-1.0	ENSG00000267252	LINC01255
ENSG00000267253	INCONSISTENT	2.0	ENSG00000267253	WHSC1L2P
ENSG00000267254	COMPLEX	4.0	ENSG00000267254	ZNF790-AS1
ENSG00000267255	INCONSISTENT	1.0	ENSG00000267255	
ENSG00000267257	SIMPLE_AND	1.0	ENSG00000267257	
ENSG00000267258	NULL	-1.0	ENSG00000267258	PPIAP58
ENSG00000267259	NULL	-1.0	ENSG00000267259	LOC112267992
ENSG00000267260	COMPLEX	4.0	ENSG00000267260	ZNF850-DT
ENSG00000267261	INCONSISTENT	2.0	ENSG00000267261	
ENSG00000267262	NULL	-1.0	ENSG00000267262	RFX2-AS1
ENSG00000267263	NULL	-1.0	ENSG00000267263	
ENSG00000267264	NULL	-1.0	ENSG00000267264	VN1R95P
ENSG00000267265	COMPLEX	4.0	ENSG00000267265	GP6-AS1
ENSG00000267269	NULL	-1.0	ENSG00000267269	
ENSG00000267270	SIMPLE_OR	0.0	ENSG00000267270	PARD6G-AS1
ENSG00000267271	REPRESSED	3.0	ENSG00000267271	LOC101060119
ENSG00000267272	NULL	-1.0	ENSG00000267272	LINC01140
ENSG00000267273	REPRESSED	1.0	ENSG00000267273	
ENSG00000267274	REPRESSED	1.0	ENSG00000267274	
ENSG00000267275	INCONSISTENT	2.0	ENSG00000267275	KLF2-DT
ENSG00000267277	SIMPLE_AND	1.0	ENSG00000267277	
ENSG00000267278	SIMPLE_AND	1.0	ENSG00000267278	MAP3K14-AS1
ENSG00000267279	NULL	-1.0	ENSG00000267279	
ENSG00000267280	BIVALENT	4.0	ENSG00000267280	TBX2-AS1
ENSG00000267281	SIMPLE_AND	1.0	ENSG00000267281	ATF7-NPFF
ENSG00000267282	INCONSISTENT	2.0	ENSG00000267282	LNCOB1
ENSG00000267283	NULL	-1.0	ENSG00000267283	
ENSG00000267284	BIVALENT	4.0	ENSG00000267284	LOC105372126
ENSG00000267285	NULL	-1.0	ENSG00000267285	
ENSG00000267286	NULL	-1.0	ENSG00000267286	
ENSG00000267287	NULL	-1.0	ENSG00000267287	
ENSG00000267288	INCONSISTENT	1.0	ENSG00000267288	HEXIM2-AS2
ENSG00000267289	INCONSISTENT	2.0	ENSG00000267289	PIN1-DT
ENSG00000267291	NULL	-1.0	ENSG00000267291	MAP4K1-AS1
ENSG00000267292	INCONSISTENT	2.0	ENSG00000267292	
ENSG00000267293	BIVALENT	5.0	ENSG00000267293	LOC100422497
ENSG00000267295	NULL	-1.0	ENSG00000267295	
ENSG00000267296	BIVALENT	4.0	ENSG00000267296	CEBPA-DT
ENSG00000267298	SIMPLE_AND	1.0	ENSG00000267298	
ENSG00000267299	INCONSISTENT	1.0	ENSG00000267299	RFX2-AS2
ENSG00000267301	NULL	-1.0	ENSG00000267301	RPL23AP77
ENSG00000267302	INCONSISTENT	2.0	ENSG00000267302	RNFT1-DT
ENSG00000267303	NULL	-1.0	ENSG00000267303	
ENSG00000267304	INCONSISTENT	1.0	ENSG00000267304	
ENSG00000267305	NULL	-1.0	ENSG00000267305	
ENSG00000267308	INCONSISTENT	2.0	ENSG00000267308	UCA1-AS1
ENSG00000267309	SIMPLE_AND	1.0	ENSG00000267309	ZNF566-AS1
ENSG00000267310	NULL	-1.0	ENSG00000267310	OR4G1P
ENSG00000267311	NULL	-1.0	ENSG00000267311	
ENSG00000267312	SIMPLE_AND	1.0	ENSG00000267312	
ENSG00000267313	NULL	-1.0	ENSG00000267313	KC6
ENSG00000267314	INCONSISTENT	2.0	ENSG00000267314	
ENSG00000267315	NULL	-1.0	ENSG00000267315	UFM1P2
ENSG00000267316	NULL	-1.0	ENSG00000267316	
ENSG00000267317	NULL	-1.0	ENSG00000267317	
ENSG00000267318	NULL	-1.0	ENSG00000267318	
ENSG00000267319	INCONSISTENT	1.0	ENSG00000267319	SELENOKP1
ENSG00000267320	NULL	-1.0	ENSG00000267320	
ENSG00000267321	SIMPLE_AND	1.0	ENSG00000267321	SNHG30
ENSG00000267322	SIMPLE_AND	1.0	ENSG00000267322	SNHG22
ENSG00000267323	NULL	-1.0	ENSG00000267323	SLC25A1P5
ENSG00000267324	NULL	-1.0	ENSG00000267324	
ENSG00000267325	REPRESSED	1.0	ENSG00000267325	LINC01415
ENSG00000267327	NULL	-1.0	ENSG00000267327	
ENSG00000267328	NULL	-1.0	ENSG00000267328	
ENSG00000267332	NULL	-1.0	ENSG00000267332	BOLA3P2
ENSG00000267333	NULL	-1.0	ENSG00000267333	ASNSP6
ENSG00000267334	INCONSISTENT	2.0	ENSG00000267334	KIF18B-DT
ENSG00000267335	NULL	-1.0	ENSG00000267335	
ENSG00000267336	INCONSISTENT	1.0	ENSG00000267336	EIF4A2P1
ENSG00000267337	NULL	-1.0	ENSG00000267337	LINC01478
ENSG00000267338	NULL	-1.0	ENSG00000267338	
ENSG00000267339	NULL	-1.0	ENSG00000267339	LINC00906
ENSG00000267340	INCONSISTENT	2.0	ENSG00000267340	
ENSG00000267341	NULL	-1.0	ENSG00000267341	
ENSG00000267342	INCONSISTENT	2.0	ENSG00000267342	
ENSG00000267343	NULL	-1.0	ENSG00000267343	ZNF833P
ENSG00000267344	NULL	-1.0	ENSG00000267344	
ENSG00000267345	COMPLEX	4.0	ENSG00000267345	
ENSG00000267346	NULL	-1.0	ENSG00000267346	EIF5AP3
ENSG00000267348	INCONSISTENT	2.0	ENSG00000267348	GEMIN7-AS1
ENSG00000267349	NULL	-1.0	ENSG00000267349	
ENSG00000267352	NULL	-1.0	ENSG00000267352	SH3GL1P3
ENSG00000267353	REPRESSED	1.0	ENSG00000267353	
ENSG00000267354	NULL	-1.0	ENSG00000267354	
ENSG00000267355	NULL	-1.0	ENSG00000267355	RPL9P29
ENSG00000267356	NULL	-1.0	ENSG00000267356	
ENSG00000267359	NULL	-1.0	ENSG00000267359	
ENSG00000267360	COMPLEX	4.0	ENSG00000267360	
ENSG00000267361	NULL	-1.0	ENSG00000267361	SEC24AP1
ENSG00000267363	INCONSISTENT	2.0	ENSG00000267363	
ENSG00000267364	INCONSISTENT	1.0	ENSG00000267364	
ENSG00000267365	BIVALENT	4.0	ENSG00000267365	KCNJ2-AS1
ENSG00000267366	NULL	-1.0	ENSG00000267366	
ENSG00000267368	NULL	-1.0	ENSG00000267368	UPK3BL1
ENSG00000267369	NULL	-1.0	ENSG00000267369	TAF5LP1
ENSG00000267370	REPRESSED	1.0	ENSG00000267370	
ENSG00000267371	REPRESSED	1.0	ENSG00000267371	
ENSG00000267372	NULL	-1.0	ENSG00000267372	
ENSG00000267373	INCONSISTENT	1.0	ENSG00000267373	
ENSG00000267374	REPRESSED	1.0	ENSG00000267374	MIR924HG
ENSG00000267375	INCONSISTENT	1.0	ENSG00000267375	
ENSG00000267376	NULL	-1.0	ENSG00000267376	ATP5MGP6
ENSG00000267378	NULL	-1.0	ENSG00000267378	
ENSG00000267379	NULL	-1.0	ENSG00000267379	
ENSG00000267382	REPRESSED	1.0	ENSG00000267382	GAD3P
ENSG00000267383	NULL	-1.0	ENSG00000267383	
ENSG00000267384	NULL	-1.0	ENSG00000267384	SMCO4P1
ENSG00000267385	INCONSISTENT	1.0	ENSG00000267385	
ENSG00000267387	SIMPLE_OR	0.0	ENSG00000267387	
ENSG00000267388	REPRESSED	1.0	ENSG00000267388	
ENSG00000267389	NULL	-1.0	ENSG00000267389	
ENSG00000267390	SIMPLE_AND	1.0	ENSG00000267390	KDSR-DT
ENSG00000267391	NULL	-1.0	ENSG00000267391	MIR122HG
ENSG00000267392	NULL	-1.0	ENSG00000267392	LOC124900424
ENSG00000267393	NULL	-1.0	ENSG00000267393	
ENSG00000267394	INCONSISTENT	2.0	ENSG00000267394	ATXN7L3-AS1
ENSG00000267395	INCONSISTENT	2.0	ENSG00000267395	DM1-AS
ENSG00000267396	NULL	-1.0	ENSG00000267396	
ENSG00000267397	NULL	-1.0	ENSG00000267397	
ENSG00000267398	NULL	-1.0	ENSG00000267398	RPL35AP38
ENSG00000267399	NULL	-1.0	ENSG00000267399	
ENSG00000267400	NULL	-1.0	ENSG00000267400	
ENSG00000267401	NULL	-1.0	ENSG00000267401	LOC105372155
ENSG00000267402	REPRESSED	1.0	ENSG00000267402	TCF4-AS2
ENSG00000267404	NULL	-1.0	ENSG00000267404	
ENSG00000267405	REPRESSED	1.0	ENSG00000267405	
ENSG00000267406	NULL	-1.0	ENSG00000267406	
ENSG00000267407	NULL	-1.0	ENSG00000267407	LINC02841
ENSG00000267408	NULL	-1.0	ENSG00000267408	
ENSG00000267409	NULL	-1.0	ENSG00000267409	
ENSG00000267412	SIMPLE_AND	1.0	ENSG00000267412	
ENSG00000267413	NULL	-1.0	ENSG00000267413	LINC01901
ENSG00000267414	INCONSISTENT	2.0	ENSG00000267414	SETBP1-DT
ENSG00000267415	REPRESSED	1.0	ENSG00000267415	
ENSG00000267416	INCONSISTENT	2.0	ENSG00000267416	HEATR6-DT
ENSG00000267417	REPRESSED	1.0	ENSG00000267417	
ENSG00000267418	REPRESSED	1.0	ENSG00000267418	ELOCP29
ENSG00000267419	NULL	-1.0	ENSG00000267419	ZNF56P
ENSG00000267420	REPRESSED	1.0	ENSG00000267420	
ENSG00000267421	NULL	-1.0	ENSG00000267421	ZFP28-DT
ENSG00000267422	INCONSISTENT	2.0	ENSG00000267422	
ENSG00000267423	NULL	-1.0	ENSG00000267423	
ENSG00000267424	NULL	-1.0	ENSG00000267424	RTBDN-AS1
ENSG00000267425	REPRESSED	1.0	ENSG00000267425	LINC01928
ENSG00000267426	NULL	-1.0	ENSG00000267426	
ENSG00000267428	NULL	-1.0	ENSG00000267428	DYNAPP2
ENSG00000267429	NULL	-1.0	ENSG00000267429	
ENSG00000267430	NULL	-1.0	ENSG00000267430	LOC100422317
ENSG00000267432	INCONSISTENT	2.0	ENSG00000267432	DNAH17-AS1
ENSG00000267433	NULL	-1.0	ENSG00000267433	
ENSG00000267436	NULL	-1.0	ENSG00000267436	MFSD12-AS1
ENSG00000267437	NULL	-1.0	ENSG00000267437	
ENSG00000267439	NULL	-1.0	ENSG00000267439	
ENSG00000267440	NULL	-1.0	ENSG00000267440	LINC02594
ENSG00000267441	NULL	-1.0	ENSG00000267441	
ENSG00000267443	NULL	-1.0	ENSG00000267443	
ENSG00000267444	NULL	-1.0	ENSG00000267444	SMUG1P1
ENSG00000267446	INCONSISTENT	1.0	ENSG00000267446	
ENSG00000267448	NULL	-1.0	ENSG00000267448	LOC105372244
ENSG00000267449	NULL	-1.0	ENSG00000267449	
ENSG00000267450	NULL	-1.0	ENSG00000267450	OR1AB1P
ENSG00000267452	NULL	-1.0	ENSG00000267452	LINC02073
ENSG00000267453	NULL	-1.0	ENSG00000267453	CLEC4OP
ENSG00000267454	COMPLEX	4.0	ENSG00000267454	ZNF582-DT
ENSG00000267455	NULL	-1.0	ENSG00000267455	
ENSG00000267456	REPRESSED	1.0	ENSG00000267456	
ENSG00000267457	SIMPLE_AND	1.0	ENSG00000267457	
ENSG00000267458	INCONSISTENT	2.0	ENSG00000267458	
ENSG00000267461	NULL	-1.0	ENSG00000267461	
ENSG00000267462	NULL	-1.0	ENSG00000267462	
ENSG00000267463	NULL	-1.0	ENSG00000267463	UBE2V2P2
ENSG00000267465	NULL	-1.0	ENSG00000267465	LINC03103
ENSG00000267466	NULL	-1.0	ENSG00000267466	
ENSG00000267467	NULL	-1.0	ENSG00000267467	APOC4
ENSG00000267469	NULL	-1.0	ENSG00000267469	
ENSG00000267470	REPRESSED	1.0	ENSG00000267470	ZNF571-AS1
ENSG00000267471	NULL	-1.0	ENSG00000267471	
ENSG00000267472	REPRESSED	1.0	ENSG00000267472	ARHGAP27P2
ENSG00000267474	NULL	-1.0	ENSG00000267474	
ENSG00000267475	SIMPLE_AND	1.0	ENSG00000267475	NUDT19-DT
ENSG00000267476	NULL	-1.0	ENSG00000267476	
ENSG00000267477	INCONSISTENT	2.0	ENSG00000267477	
ENSG00000267478	NULL	-1.0	ENSG00000267478	LOC100533852
ENSG00000267480	NULL	-1.0	ENSG00000267480	LINC02979
ENSG00000267481	REPRESSED	1.0	ENSG00000267481	
ENSG00000267482	REPRESSED	1.0	ENSG00000267482	RNY4P13
ENSG00000267484	INCONSISTENT	1.0	ENSG00000267484	PLIN3-AS1
ENSG00000267486	NULL	-1.0	ENSG00000267486	GLUD1P4
ENSG00000267487	INCONSISTENT	1.0	ENSG00000267487	
ENSG00000267489	NULL	-1.0	ENSG00000267489	LINC01837
ENSG00000267490	NULL	-1.0	ENSG00000267490	
ENSG00000267491	REPRESSED	1.0	ENSG00000267491	
ENSG00000267492	NULL	-1.0	ENSG00000267492	
ENSG00000267493	INCONSISTENT	2.0	ENSG00000267493	CIRBP-AS1
ENSG00000267496	INCONSISTENT	1.0	ENSG00000267496	FAM215A
ENSG00000267497	NULL	-1.0	ENSG00000267497	NFE2L3P1
ENSG00000267498	INCONSISTENT	2.0	ENSG00000267498	UQCRFS1-DT
ENSG00000267500	REPRESSED	1.0	ENSG00000267500	ZNF887P
ENSG00000267501	NULL	-1.0	ENSG00000267501	
ENSG00000267503	INCONSISTENT	2.0	ENSG00000267503	
ENSG00000267504	NULL	-1.0	ENSG00000267504	
ENSG00000267505	NULL	-1.0	ENSG00000267505	
ENSG00000267506	NULL	-1.0	ENSG00000267506	
ENSG00000267507	INCONSISTENT	2.0	ENSG00000267507	
ENSG00000267508	COMPLEX	3.0	ENSG00000267508	ZNF285
ENSG00000267509	INCONSISTENT	1.0	ENSG00000267509	
ENSG00000267510	REPRESSED	1.0	ENSG00000267510	
ENSG00000267511	REPRESSED	1.0	ENSG00000267511	ADAD1P2
ENSG00000267512	NULL	-1.0	ENSG00000267512	NACC1-AS1
ENSG00000267513	NULL	-1.0	ENSG00000267513	HMGN1P31
ENSG00000267515	NULL	-1.0	ENSG00000267515	HMGB3P28
ENSG00000267517	NULL	-1.0	ENSG00000267517	
ENSG00000267518	NULL	-1.0	ENSG00000267518	
ENSG00000267519	SIMPLE_AND	1.0	ENSG00000267519	MIR23AHG
ENSG00000267520	REPRESSED	1.0	ENSG00000267520	
ENSG00000267521	REPRESSED	1.0	ENSG00000267521	
ENSG00000267522	INCONSISTENT	1.0	ENSG00000267522	LINC01864
ENSG00000267523	INCONSISTENT	2.0	ENSG00000267523	
ENSG00000267524	NULL	-1.0	ENSG00000267524	RPSAP57
ENSG00000267526	NULL	-1.0	ENSG00000267526	
ENSG00000267529	NULL	-1.0	ENSG00000267529	
ENSG00000267530	NULL	-1.0	ENSG00000267530	LINC01836
ENSG00000267532	NULL	-1.0	ENSG00000267532	ALOX12-AS1
ENSG00000267533	NULL	-1.0	ENSG00000267533	
ENSG00000267534	SIMPLE_AND	1.0	ENSG00000267534	S1PR2
ENSG00000267535	NULL	-1.0	ENSG00000267535	LINC00868
ENSG00000267537	NULL	-1.0	ENSG00000267537	
ENSG00000267541	NULL	-1.0	ENSG00000267541	MTCO2P2
ENSG00000267543	INCONSISTENT	1.0	ENSG00000267543	
ENSG00000267544	NULL	-1.0	ENSG00000267544	HIKESHIP2
ENSG00000267546	SIMPLE_AND	1.0	ENSG00000267546	
ENSG00000267547	NULL	-1.0	ENSG00000267547	
ENSG00000267549	SIMPLE_AND	1.0	ENSG00000267549	ZSCAN5A-AS1
ENSG00000267550	NULL	-1.0	ENSG00000267550	PTPRS-AS1
ENSG00000267551	INCONSISTENT	2.0	ENSG00000267551	GNA15-DT
ENSG00000267552	INCONSISTENT	2.0	ENSG00000267552	
ENSG00000267554	NULL	-1.0	ENSG00000267554	
ENSG00000267555	NULL	-1.0	ENSG00000267555	
ENSG00000267557	NULL	-1.0	ENSG00000267557	
ENSG00000267558	NULL	-1.0	ENSG00000267558	
ENSG00000267559	NULL	-1.0	ENSG00000267559	
ENSG00000267560	NULL	-1.0	ENSG00000267560	
ENSG00000267561	NULL	-1.0	ENSG00000267561	
ENSG00000267563	INCONSISTENT	1.0	ENSG00000267563	
ENSG00000267564	NULL	-1.0	ENSG00000267564	
ENSG00000267565	REPRESSED	1.0	ENSG00000267565	
ENSG00000267567	NULL	-1.0	ENSG00000267567	
ENSG00000267568	REPRESSED	1.0	ENSG00000267568	LOC105371899
ENSG00000267570	INCONSISTENT	1.0	ENSG00000267570	STK25P1
ENSG00000267571	NULL	-1.0	ENSG00000267571	
ENSG00000267573	NULL	-1.0	ENSG00000267573	KRT8P5
ENSG00000267574	NULL	-1.0	ENSG00000267574	
ENSG00000267575	SIMPLE_AND	1.0	ENSG00000267575	LINC02987
ENSG00000267576	INCONSISTENT	2.0	ENSG00000267576	
ENSG00000267577	NULL	-1.0	ENSG00000267577	DNAAF3-AS1
ENSG00000267579	COMPLEX	3.0	ENSG00000267579	ALPK2-AS1
ENSG00000267580	REPRESSED	1.0	ENSG00000267580	
ENSG00000267581	SIMPLE_AND	1.0	ENSG00000267581	
ENSG00000267582	INCONSISTENT	2.0	ENSG00000267582	
ENSG00000267583	NULL	-1.0	ENSG00000267583	ZNF24TR
ENSG00000267585	NULL	-1.0	ENSG00000267585	RPL10AP13
ENSG00000267586	NULL	-1.0	ENSG00000267586	LINC00907
ENSG00000267587	NULL	-1.0	ENSG00000267587	
ENSG00000267589	NULL	-1.0	ENSG00000267589	RPL32P37
ENSG00000267590	NULL	-1.0	ENSG00000267590	NDUFA3P1
