gene_id	gate_type_gm12878	gate_type_k562	and_origin
ENSG00000155897	REPRESSED	NULL	NEITHER
ENSG00000155903	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000155918	NULL	REPRESSED	NEITHER
ENSG00000155957	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000155961	SIMPLE_AND	NULL	GM12878
ENSG00000155962	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000155974	REPRESSED	BIVALENT	NEITHER
ENSG00000156009	NULL	INCONSISTENT	NEITHER
ENSG00000156030	SIMPLE_AND	SIMPLE_OR	GM12878
ENSG00000156042	INCONSISTENT	NULL	NEITHER
ENSG00000156049	REPRESSED	NULL	NEITHER
ENSG00000156050	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000156052	BIVALENT	SIMPLE_AND	K562
ENSG00000156076	BIVALENT	NULL	NEITHER
ENSG00000156103	INCONSISTENT	NULL	NEITHER
ENSG00000156113	SIMPLE_OR	NULL	NEITHER
ENSG00000156127	SIMPLE_AND	NULL	GM12878
ENSG00000156136	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000156140	REPRESSED	SIMPLE_AND	K562
ENSG00000156170	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000156172	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000156194	NULL	REPRESSED	NEITHER
ENSG00000156206	INCONSISTENT	NULL	NEITHER
ENSG00000156219	INCONSISTENT	NULL	NEITHER
ENSG00000156222	REPRESSED	NULL	NEITHER
ENSG00000156232	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000156239	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000156253	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000156265	SIMPLE_AND	NULL	GM12878
ENSG00000156269	NULL	SIMPLE_AND	K562
ENSG00000156273	SIMPLE_OR	NULL	NEITHER
ENSG00000156299	BIVALENT	NULL	NEITHER
ENSG00000156313	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000156345	NULL	INCONSISTENT	NEITHER
ENSG00000156374	COMPLEX	INCONSISTENT	NEITHER
ENSG00000156381	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000156384	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000156395	REPRESSED	NULL	NEITHER
ENSG00000156427	BIVALENT	INCONSISTENT	NEITHER
ENSG00000156463	NULL	BIVALENT	NEITHER
ENSG00000156466	REPRESSED	BIVALENT	NEITHER
ENSG00000156467	COMPLEX	SIMPLE_AND	K562
ENSG00000156486	REPRESSED	BIVALENT	NEITHER
ENSG00000156509	SIMPLE_AND	REPRESSED	GM12878
ENSG00000156521	SIMPLE_AND	NULL	GM12878
ENSG00000156564	REPRESSED	NULL	NEITHER
ENSG00000156587	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000156603	COMPLEX	INCONSISTENT	NEITHER
ENSG00000156650	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000156711	NULL	INCONSISTENT	NEITHER
ENSG00000156738	SIMPLE_AND	NULL	GM12878
ENSG00000156795	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000156804	INCONSISTENT	BIVALENT	NEITHER
ENSG00000156853	NULL	REPRESSED	NEITHER
ENSG00000156858	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000156876	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000156886	SIMPLE_OR	NULL	NEITHER
ENSG00000156966	SIMPLE_AND	NULL	GM12878
ENSG00000156968	NULL	REPRESSED	NEITHER
ENSG00000156973	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000156976	COMPLEX	SIMPLE_AND	K562
ENSG00000157005	REPRESSED	NULL	NEITHER
ENSG00000157014	SIMPLE_AND	COMPLEX	GM12878
ENSG00000157017	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000157036	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000157045	SIMPLE_AND	COMPLEX	GM12878
ENSG00000157060	NULL	REPRESSED	NEITHER
ENSG00000157077	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000157087	REPRESSED	NULL	NEITHER
ENSG00000157103	REPRESSED	NULL	NEITHER
ENSG00000157107	INCONSISTENT	SIMPLE_AND	K562
ENSG00000157152	REPRESSED	NULL	NEITHER
ENSG00000157168	REPRESSED	NULL	NEITHER
ENSG00000157212	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000157216	NULL	SIMPLE_OR	NEITHER
ENSG00000157240	BIVALENT	INCONSISTENT	NEITHER
ENSG00000157326	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000157343	NULL	INCONSISTENT	NEITHER
ENSG00000157349	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000157399	NULL	REPRESSED	NEITHER
ENSG00000157404	REPRESSED	INCONSISTENT	NEITHER
ENSG00000157423	REPRESSED	NULL	NEITHER
ENSG00000157429	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000157445	REPRESSED	NULL	NEITHER
ENSG00000157470	COMPLEX	NULL	NEITHER
ENSG00000157483	SIMPLE_AND	NULL	GM12878
ENSG00000157500	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000157510	REPRESSED	NULL	NEITHER
ENSG00000157514	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000157542	NULL	INCONSISTENT	NEITHER
ENSG00000157557	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000157601	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000157613	BIVALENT	SIMPLE_AND	K562
ENSG00000157657	BIVALENT	INCONSISTENT	NEITHER
ENSG00000157680	BIVALENT	REPRESSED	NEITHER
ENSG00000157693	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000157703	NULL	REPRESSED	NEITHER
ENSG00000157734	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000157766	NULL	REPRESSED	NEITHER
ENSG00000157796	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000157800	SIMPLE_OR	NULL	NEITHER
ENSG00000157827	SIMPLE_AND	BIVALENT	GM12878
ENSG00000157833	REPRESSED	INCONSISTENT	NEITHER
ENSG00000157851	REPRESSED	INCONSISTENT	NEITHER
ENSG00000157870	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000157873	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000157884	NULL	REPRESSED	NEITHER
ENSG00000157890	REPRESSED	BIVALENT	NEITHER
ENSG00000157895	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000157911	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000157927	NULL	INCONSISTENT	NEITHER
ENSG00000157985	REPRESSED	SIMPLE_AND	K562
ENSG00000157992	NULL	INCONSISTENT	NEITHER
ENSG00000158006	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000158014	REPRESSED	INCONSISTENT	NEITHER
ENSG00000158022	NULL	INCONSISTENT	NEITHER
ENSG00000158023	SIMPLE_OR	NULL	NEITHER
ENSG00000158050	SIMPLE_AND	NULL	GM12878
ENSG00000158062	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000158089	NULL	REPRESSED	NEITHER
ENSG00000158106	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000158109	SIMPLE_OR	BIVALENT	NEITHER
ENSG00000158113	INCONSISTENT	REPRESSED	NEITHER
ENSG00000158122	BIVALENT	INCONSISTENT	NEITHER
ENSG00000158156	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000158158	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000158163	BIVALENT	INCONSISTENT	NEITHER
ENSG00000158164	NULL	INCONSISTENT	NEITHER
ENSG00000158169	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000158186	REPRESSED	INCONSISTENT	NEITHER
ENSG00000158201	SIMPLE_AND	COMPLEX	GM12878
ENSG00000158220	REPRESSED	NULL	NEITHER
ENSG00000158234	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000158246	REPRESSED	INCONSISTENT	NEITHER
ENSG00000158270	REPRESSED	BIVALENT	NEITHER
ENSG00000158286	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000158292	SIMPLE_OR	BIVALENT	NEITHER
ENSG00000158301	NULL	INCONSISTENT	NEITHER
ENSG00000158321	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000158411	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000158427	SIMPLE_AND	NULL	GM12878
ENSG00000158445	REPRESSED	INCONSISTENT	NEITHER
ENSG00000158457	SIMPLE_AND	BIVALENT	GM12878
ENSG00000158458	SIMPLE_AND	BIVALENT	GM12878
ENSG00000158467	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000158473	REPRESSED	INCONSISTENT	NEITHER
ENSG00000158480	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000158483	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000158497	INCONSISTENT	NULL	NEITHER
ENSG00000158516	NULL	REPRESSED	NEITHER
ENSG00000158517	SIMPLE_OR	NULL	NEITHER
ENSG00000158526	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000158528	REPRESSED	NULL	NEITHER
ENSG00000158553	INCONSISTENT	NULL	NEITHER
ENSG00000158555	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000158560	INCONSISTENT	BIVALENT	NEITHER
ENSG00000158578	NULL	SIMPLE_AND	K562
ENSG00000158639	NULL	SIMPLE_AND	K562
ENSG00000158711	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000158714	INCONSISTENT	NULL	NEITHER
ENSG00000158715	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000158748	INCONSISTENT	BIVALENT	NEITHER
ENSG00000158792	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000158806	SIMPLE_OR	NULL	NEITHER
ENSG00000158815	INCONSISTENT	NULL	NEITHER
ENSG00000158816	REPRESSED	NULL	NEITHER
ENSG00000158828	COMPLEX	INCONSISTENT	NEITHER
ENSG00000158856	REPRESSED	INCONSISTENT	NEITHER
ENSG00000158859	NULL	INCONSISTENT	NEITHER
ENSG00000158863	COMPLEX	SIMPLE_AND	K562
ENSG00000158865	NULL	INCONSISTENT	NEITHER
ENSG00000158869	INCONSISTENT	NULL	NEITHER
ENSG00000158874	NULL	INCONSISTENT	NEITHER
ENSG00000158887	NULL	INCONSISTENT	NEITHER
ENSG00000158966	BIVALENT	NULL	NEITHER
ENSG00000159055	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000159082	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000159110	SIMPLE_OR	NULL	NEITHER
ENSG00000159164	NULL	INCONSISTENT	NEITHER
ENSG00000159166	NULL	REPRESSED	NEITHER
ENSG00000159173	NULL	REPRESSED	NEITHER
ENSG00000159176	SIMPLE_AND	SIMPLE_OR	GM12878
ENSG00000159182	REPRESSED	NULL	NEITHER
ENSG00000159184	REPRESSED	BIVALENT	NEITHER
ENSG00000159200	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000159208	INCONSISTENT	NULL	NEITHER
ENSG00000159212	SIMPLE_AND	REPRESSED	GM12878
ENSG00000159214	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000159217	BIVALENT	SIMPLE_AND	K562
ENSG00000159239	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000159248	REPRESSED	BIVALENT	NEITHER
ENSG00000159251	REPRESSED	NULL	NEITHER
ENSG00000159263	REPRESSED	INCONSISTENT	NEITHER
ENSG00000159307	REPRESSED	NULL	NEITHER
ENSG00000159314	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000159339	NULL	REPRESSED	NEITHER
ENSG00000159403	INCONSISTENT	NULL	NEITHER
ENSG00000159433	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000159450	REPRESSED	NULL	NEITHER
ENSG00000159556	BIVALENT	INCONSISTENT	NEITHER
ENSG00000159618	SIMPLE_AND	NULL	GM12878
ENSG00000159625	NULL	INCONSISTENT	NEITHER
ENSG00000159640	REPRESSED	INCONSISTENT	NEITHER
ENSG00000159648	NULL	INCONSISTENT	NEITHER
ENSG00000159685	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000159692	SIMPLE_AND	COMPLEX	GM12878
ENSG00000159712	REPRESSED	INCONSISTENT	NEITHER
ENSG00000159713	REPRESSED	INCONSISTENT	NEITHER
ENSG00000159714	BIVALENT	REPRESSED	NEITHER
ENSG00000159733	BIVALENT	INCONSISTENT	NEITHER
ENSG00000159753	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000159761	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000159763	NULL	REPRESSED	NEITHER
ENSG00000159788	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000159842	SIMPLE_AND	BIVALENT	GM12878
ENSG00000159884	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000159885	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000159905	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000159915	COMPLEX	INCONSISTENT	NEITHER
ENSG00000159917	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000159958	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000159961	NULL	REPRESSED	NEITHER
ENSG00000160013	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000160014	SIMPLE_AND	COMPLEX	GM12878
ENSG00000160051	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000160055	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000160062	INCONSISTENT	BIVALENT	NEITHER
ENSG00000160094	SIMPLE_AND	BIVALENT	GM12878
ENSG00000160097	REPRESSED	INCONSISTENT	NEITHER
ENSG00000160117	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000160124	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000160145	REPRESSED	INCONSISTENT	NEITHER
ENSG00000160172	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000160180	NULL	REPRESSED	NEITHER
ENSG00000160183	SIMPLE_OR	NULL	NEITHER
ENSG00000160185	NULL	INCONSISTENT	NEITHER
ENSG00000160188	INCONSISTENT	BIVALENT	NEITHER
ENSG00000160190	SIMPLE_AND	BIVALENT	GM12878
ENSG00000160191	BIVALENT	NULL	NEITHER
ENSG00000160199	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000160200	NULL	SIMPLE_OR	NEITHER
ENSG00000160201	NULL	INCONSISTENT	NEITHER
ENSG00000160207	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000160219	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000160221	NULL	SIMPLE_OR	NEITHER
ENSG00000160224	NULL	REPRESSED	NEITHER
ENSG00000160226	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000160229	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000160255	SIMPLE_AND	BIVALENT	GM12878
ENSG00000160282	NULL	INCONSISTENT	NEITHER
ENSG00000160293	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000160298	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000160307	INCONSISTENT	REPRESSED	NEITHER
ENSG00000160323	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000160325	BIVALENT	INCONSISTENT	NEITHER
ENSG00000160326	SIMPLE_AND	BIVALENT	GM12878
ENSG00000160336	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000160360	REPRESSED	INCONSISTENT	NEITHER
ENSG00000160408	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000160439	NULL	BIVALENT	NEITHER
ENSG00000160445	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000160469	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000160471	REPRESSED	INCONSISTENT	NEITHER
ENSG00000160539	NULL	INCONSISTENT	NEITHER
ENSG00000160588	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000160593	SIMPLE_AND	NULL	GM12878
ENSG00000160606	INCONSISTENT	SIMPLE_AND	K562
ENSG00000160654	NULL	INCONSISTENT	NEITHER
ENSG00000160678	NULL	SIMPLE_AND	K562
ENSG00000160683	REPRESSED	NULL	NEITHER
ENSG00000160710	SIMPLE_AND	COMPLEX	GM12878
ENSG00000160712	SIMPLE_AND	BIVALENT	GM12878
ENSG00000160716	REPRESSED	NULL	NEITHER
ENSG00000160753	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000160766	NULL	INCONSISTENT	NEITHER
ENSG00000160781	SIMPLE_OR	NULL	NEITHER
ENSG00000160789	BIVALENT	SIMPLE_AND	K562
ENSG00000160791	INCONSISTENT	NULL	NEITHER
ENSG00000160838	REPRESSED	INCONSISTENT	NEITHER
ENSG00000160867	BIVALENT	SIMPLE_AND	K562
ENSG00000160951	REPRESSED	INCONSISTENT	NEITHER
ENSG00000160961	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000160963	REPRESSED	INCONSISTENT	NEITHER
ENSG00000160972	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000160973	BIVALENT	INCONSISTENT	NEITHER
ENSG00000160993	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000160999	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000161048	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000161055	REPRESSED	NULL	NEITHER
ENSG00000161082	NULL	INCONSISTENT	NEITHER
ENSG00000161133	NULL	REPRESSED	NEITHER
ENSG00000161180	NULL	INCONSISTENT	NEITHER
ENSG00000161243	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000161249	NULL	REPRESSED	NEITHER
ENSG00000161265	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000161270	BIVALENT	INCONSISTENT	NEITHER
ENSG00000161277	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000161298	SIMPLE_AND	NULL	GM12878
ENSG00000161328	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000161405	SIMPLE_AND	BIVALENT	GM12878
ENSG00000161509	REPRESSED	NULL	NEITHER
ENSG00000161542	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000161544	INCONSISTENT	NULL	NEITHER
ENSG00000161547	COMPLEX	SIMPLE_AND	K562
ENSG00000161609	NULL	INCONSISTENT	NEITHER
ENSG00000161638	BIVALENT	SIMPLE_AND	K562
ENSG00000161642	INCONSISTENT	SIMPLE_AND	K562
ENSG00000161647	REPRESSED	COMPLEX	NEITHER
ENSG00000161649	NULL	REPRESSED	NEITHER
ENSG00000161653	BIVALENT	INCONSISTENT	NEITHER
ENSG00000161681	REPRESSED	INCONSISTENT	NEITHER
ENSG00000161682	INCONSISTENT	BIVALENT	NEITHER
ENSG00000161714	INCONSISTENT	SIMPLE_AND	K562
ENSG00000161798	REPRESSED	NULL	NEITHER
ENSG00000161800	NULL	SIMPLE_OR	NEITHER
ENSG00000161835	BIVALENT	NULL	NEITHER
ENSG00000161850	NULL	REPRESSED	NEITHER
ENSG00000161896	NULL	REPRESSED	NEITHER
ENSG00000161911	NULL	REPRESSED	NEITHER
ENSG00000161914	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000161920	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000161929	SIMPLE_AND	NULL	GM12878
ENSG00000161939	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000161940	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000161944	NULL	REPRESSED	NEITHER
ENSG00000161955	SIMPLE_AND	NULL	GM12878
ENSG00000161958	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000161973	COMPLEX	INCONSISTENT	NEITHER
ENSG00000161992	REPRESSED	INCONSISTENT	NEITHER
ENSG00000161996	SIMPLE_AND	NULL	GM12878
ENSG00000162004	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162006	NULL	INCONSISTENT	NEITHER
ENSG00000162039	NULL	SIMPLE_AND	K562
ENSG00000162062	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162068	NULL	INCONSISTENT	NEITHER
ENSG00000162078	NULL	REPRESSED	NEITHER
ENSG00000162105	BIVALENT	NULL	NEITHER
ENSG00000162174	BIVALENT	INCONSISTENT	NEITHER
ENSG00000162241	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162341	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162366	NULL	INCONSISTENT	NEITHER
ENSG00000162367	REPRESSED	SIMPLE_AND	K562
ENSG00000162373	REPRESSED	NULL	NEITHER
ENSG00000162374	NULL	INCONSISTENT	NEITHER
ENSG00000162390	SIMPLE_OR	BIVALENT	NEITHER
ENSG00000162391	INCONSISTENT	REPRESSED	NEITHER
ENSG00000162396	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162399	REPRESSED	BIVALENT	NEITHER
ENSG00000162407	REPRESSED	NULL	NEITHER
ENSG00000162409	REPRESSED	NULL	NEITHER
ENSG00000162419	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162426	INCONSISTENT	BIVALENT	NEITHER
ENSG00000162430	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000162434	BIVALENT	SIMPLE_AND	K562
ENSG00000162437	BIVALENT	INCONSISTENT	NEITHER
ENSG00000162490	REPRESSED	INCONSISTENT	NEITHER
ENSG00000162493	NULL	REPRESSED	NEITHER
ENSG00000162496	BIVALENT	SIMPLE_AND	K562
ENSG00000162510	NULL	INCONSISTENT	NEITHER
ENSG00000162512	REPRESSED	SIMPLE_AND	K562
ENSG00000162520	BIVALENT	INCONSISTENT	NEITHER
ENSG00000162522	BIVALENT	SIMPLE_AND	K562
ENSG00000162526	SIMPLE_AND	COMPLEX	GM12878
ENSG00000162542	SIMPLE_AND	BIVALENT	GM12878
ENSG00000162543	NULL	INCONSISTENT	NEITHER
ENSG00000162545	REPRESSED	BIVALENT	NEITHER
ENSG00000162551	REPRESSED	BIVALENT	NEITHER
ENSG00000162552	REPRESSED	BIVALENT	NEITHER
ENSG00000162571	REPRESSED	NULL	NEITHER
ENSG00000162585	NULL	SIMPLE_AND	K562
ENSG00000162591	REPRESSED	INCONSISTENT	NEITHER
ENSG00000162604	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162614	NULL	INCONSISTENT	NEITHER
ENSG00000162620	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162627	BIVALENT	NULL	NEITHER
ENSG00000162631	BIVALENT	NULL	NEITHER
ENSG00000162639	INCONSISTENT	NULL	NEITHER
ENSG00000162643	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162650	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162654	SIMPLE_AND	REPRESSED	GM12878
ENSG00000162669	BIVALENT	INCONSISTENT	NEITHER
ENSG00000162670	REPRESSED	INCONSISTENT	NEITHER
ENSG00000162676	COMPLEX	INCONSISTENT	NEITHER
ENSG00000162687	REPRESSED	NULL	NEITHER
ENSG00000162692	SIMPLE_AND	NULL	GM12878
ENSG00000162706	REPRESSED	NULL	NEITHER
ENSG00000162711	BIVALENT	REPRESSED	NEITHER
ENSG00000162722	REPRESSED	INCONSISTENT	NEITHER
ENSG00000162728	NULL	REPRESSED	NEITHER
ENSG00000162729	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162733	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162738	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000162739	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162746	NULL	INCONSISTENT	NEITHER
ENSG00000162753	NULL	INCONSISTENT	NEITHER
ENSG00000162755	SIMPLE_AND	NULL	GM12878
ENSG00000162757	SIMPLE_AND	COMPLEX	GM12878
ENSG00000162761	NULL	REPRESSED	NEITHER
ENSG00000162763	NULL	REPRESSED	NEITHER
ENSG00000162771	NULL	REPRESSED	NEITHER
ENSG00000162772	SIMPLE_AND	NULL	GM12878
ENSG00000162777	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162782	NULL	REPRESSED	NEITHER
ENSG00000162804	NULL	INCONSISTENT	NEITHER
ENSG00000162817	INCONSISTENT	NULL	NEITHER
ENSG00000162825	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000162836	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162869	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162873	NULL	REPRESSED	NEITHER
ENSG00000162877	NULL	REPRESSED	NEITHER
ENSG00000162878	BIVALENT	INCONSISTENT	NEITHER
ENSG00000162882	SIMPLE_AND	NULL	GM12878
ENSG00000162888	INCONSISTENT	NULL	NEITHER
ENSG00000162892	NULL	REPRESSED	NEITHER
ENSG00000162894	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162909	NULL	SIMPLE_OR	NEITHER
ENSG00000162913	INCONSISTENT	COMPLEX	NEITHER
ENSG00000162924	COMPLEX	INCONSISTENT	NEITHER
ENSG00000162927	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162929	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162931	REPRESSED	INCONSISTENT	NEITHER
ENSG00000162951	REPRESSED	BIVALENT	NEITHER
ENSG00000162971	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162975	NULL	REPRESSED	NEITHER
ENSG00000162976	BIVALENT	SIMPLE_AND	K562
ENSG00000162981	REPRESSED	INCONSISTENT	NEITHER
ENSG00000162989	REPRESSED	NULL	NEITHER
ENSG00000162994	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000162997	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000163001	COMPLEX	INCONSISTENT	NEITHER
ENSG00000163012	BIVALENT	INCONSISTENT	NEITHER
ENSG00000163013	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000163016	NULL	REPRESSED	NEITHER
ENSG00000163026	BIVALENT	SIMPLE_AND	K562
ENSG00000163032	REPRESSED	BIVALENT	NEITHER
ENSG00000163040	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000163053	SIMPLE_AND	NULL	GM12878
ENSG00000163064	REPRESSED	NULL	NEITHER
ENSG00000163071	BIVALENT	NULL	NEITHER
ENSG00000163075	NULL	INCONSISTENT	NEITHER
ENSG00000163081	REPRESSED	NULL	NEITHER
ENSG00000163082	SIMPLE_AND	NULL	GM12878
ENSG00000163083	BIVALENT	NULL	NEITHER
ENSG00000163093	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000163121	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000163126	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000163131	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000163132	BIVALENT	INCONSISTENT	NEITHER
ENSG00000163154	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000163155	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000163156	SIMPLE_AND	SIMPLE_OR	GM12878
ENSG00000163159	NULL	SIMPLE_OR	NEITHER
ENSG00000163191	INCONSISTENT	SIMPLE_AND	K562
ENSG00000163206	INCONSISTENT	NULL	NEITHER
ENSG00000163207	INCONSISTENT	NULL	NEITHER
ENSG00000163216	REPRESSED	INCONSISTENT	NEITHER
ENSG00000163217	NULL	INCONSISTENT	NEITHER
ENSG00000163218	SIMPLE_OR	REPRESSED	NEITHER
ENSG00000163219	NULL	INCONSISTENT	NEITHER
ENSG00000163235	REPRESSED	BIVALENT	NEITHER
ENSG00000163249	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000163251	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000163281	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000163288	BIVALENT	NULL	NEITHER
ENSG00000163291	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000163293	SIMPLE_AND	INCONSISTENT	GM12878
