gene_id	gate_type_gm12878	gate_type_k562	and_origin
ENSG00000183458	NULL	INCONSISTENT	NEITHER
ENSG00000183470	NULL	REPRESSED	NEITHER
ENSG00000183475	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000183484	SIMPLE_AND	NULL	GM12878
ENSG00000183486	SIMPLE_AND	REPRESSED	GM12878
ENSG00000183496	BIVALENT	INCONSISTENT	NEITHER
ENSG00000183508	BIVALENT	SIMPLE_AND	K562
ENSG00000183513	COMPLEX	SIMPLE_AND	K562
ENSG00000183514	REPRESSED	NULL	NEITHER
ENSG00000183520	NULL	SIMPLE_OR	NEITHER
ENSG00000183549	INCONSISTENT	NULL	NEITHER
ENSG00000183566	NULL	REPRESSED	NEITHER
ENSG00000183570	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000183579	BIVALENT	INCONSISTENT	NEITHER
ENSG00000183580	BIVALENT	NULL	NEITHER
ENSG00000183597	BIVALENT	SIMPLE_AND	K562
ENSG00000183617	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000183621	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000183638	NULL	INCONSISTENT	NEITHER
ENSG00000183647	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000183655	COMPLEX	BIVALENT	NEITHER
ENSG00000183662	REPRESSED	NULL	NEITHER
ENSG00000183682	INCONSISTENT	BIVALENT	NEITHER
ENSG00000183690	NULL	INCONSISTENT	NEITHER
ENSG00000183691	REPRESSED	BIVALENT	NEITHER
ENSG00000183696	SIMPLE_AND	BIVALENT	GM12878
ENSG00000183715	REPRESSED	NULL	NEITHER
ENSG00000183718	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000183723	BIVALENT	SIMPLE_AND	K562
ENSG00000183734	NULL	INCONSISTENT	NEITHER
ENSG00000183735	COMPLEX	INCONSISTENT	NEITHER
ENSG00000183742	SIMPLE_AND	SIMPLE_OR	GM12878
ENSG00000183762	BIVALENT	INCONSISTENT	NEITHER
ENSG00000183763	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000183770	REPRESSED	INCONSISTENT	NEITHER
ENSG00000183773	NULL	INCONSISTENT	NEITHER
ENSG00000183785	COMPLEX	NULL	NEITHER
ENSG00000183807	REPRESSED	NULL	NEITHER
ENSG00000183826	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000183828	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000183831	REPRESSED	INCONSISTENT	NEITHER
ENSG00000183833	COMPLEX	NULL	NEITHER
ENSG00000183837	NULL	INCONSISTENT	NEITHER
ENSG00000183840	NULL	REPRESSED	NEITHER
ENSG00000183844	REPRESSED	NULL	NEITHER
ENSG00000183850	NULL	INCONSISTENT	NEITHER
ENSG00000183853	REPRESSED	NULL	NEITHER
ENSG00000183856	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000183864	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000183873	REPRESSED	BIVALENT	NEITHER
ENSG00000183876	NULL	REPRESSED	NEITHER
ENSG00000183908	REPRESSED	NULL	NEITHER
ENSG00000183914	BIVALENT	INCONSISTENT	NEITHER
ENSG00000183929	REPRESSED	BIVALENT	NEITHER
ENSG00000183935	BIVALENT	INCONSISTENT	NEITHER
ENSG00000183960	BIVALENT	INCONSISTENT	NEITHER
ENSG00000183963	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000183977	NULL	INCONSISTENT	NEITHER
ENSG00000184014	BIVALENT	SIMPLE_AND	K562
ENSG00000184029	NULL	INCONSISTENT	NEITHER
ENSG00000184058	REPRESSED	BIVALENT	NEITHER
ENSG00000184060	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000184068	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000184083	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000184100	NULL	REPRESSED	NEITHER
ENSG00000184106	REPRESSED	NULL	NEITHER
ENSG00000184111	COMPLEX	INCONSISTENT	NEITHER
ENSG00000184113	NULL	REPRESSED	NEITHER
ENSG00000184148	NULL	REPRESSED	NEITHER
ENSG00000184155	REPRESSED	NULL	NEITHER
ENSG00000184156	REPRESSED	NULL	NEITHER
ENSG00000184160	NULL	BIVALENT	NEITHER
ENSG00000184162	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000184163	REPRESSED	NULL	NEITHER
ENSG00000184164	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000184185	REPRESSED	INCONSISTENT	NEITHER
ENSG00000184205	COMPLEX	INCONSISTENT	NEITHER
ENSG00000184208	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000184221	REPRESSED	NULL	NEITHER
ENSG00000184226	BIVALENT	INCONSISTENT	NEITHER
ENSG00000184232	SIMPLE_OR	BIVALENT	NEITHER
ENSG00000184254	REPRESSED	NULL	NEITHER
ENSG00000184261	REPRESSED	BIVALENT	NEITHER
ENSG00000184271	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000184274	NULL	BIVALENT	NEITHER
ENSG00000184292	SIMPLE_AND	NULL	GM12878
ENSG00000184293	INCONSISTENT	NULL	NEITHER
ENSG00000184302	REPRESSED	NULL	NEITHER
ENSG00000184305	INCONSISTENT	NULL	NEITHER
ENSG00000184307	SIMPLE_OR	BIVALENT	NEITHER
ENSG00000184349	BIVALENT	INCONSISTENT	NEITHER
ENSG00000184350	NULL	INCONSISTENT	NEITHER
ENSG00000184357	SIMPLE_AND	SIMPLE_OR	GM12878
ENSG00000184361	INCONSISTENT	NULL	NEITHER
ENSG00000184363	NULL	SIMPLE_AND	K562
ENSG00000184381	SIMPLE_AND	SIMPLE_OR	GM12878
ENSG00000184384	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000184385	NULL	REPRESSED	NEITHER
ENSG00000184389	NULL	REPRESSED	NEITHER
ENSG00000184408	SIMPLE_AND	NULL	GM12878
ENSG00000184414	NULL	INCONSISTENT	NEITHER
ENSG00000184432	COMPLEX	SIMPLE_AND	K562
ENSG00000184451	SIMPLE_AND	NULL	GM12878
ENSG00000184481	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000184486	BIVALENT	INCONSISTENT	NEITHER
ENSG00000184497	BIVALENT	INCONSISTENT	NEITHER
ENSG00000184500	INCONSISTENT	SIMPLE_AND	K562
ENSG00000184502	NULL	REPRESSED	NEITHER
ENSG00000184515	NULL	INCONSISTENT	NEITHER
ENSG00000184524	INCONSISTENT	NULL	NEITHER
ENSG00000184530	REPRESSED	NULL	NEITHER
ENSG00000184545	BIVALENT	INCONSISTENT	NEITHER
ENSG00000184566	NULL	INCONSISTENT	NEITHER
ENSG00000184571	NULL	REPRESSED	NEITHER
ENSG00000184599	REPRESSED	NULL	NEITHER
ENSG00000184602	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000184611	REPRESSED	NULL	NEITHER
ENSG00000184612	NULL	REPRESSED	NEITHER
ENSG00000184619	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000184669	REPRESSED	NULL	NEITHER
ENSG00000184672	REPRESSED	NULL	NEITHER
ENSG00000184675	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000184677	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000184702	NULL	SIMPLE_AND	K562
ENSG00000184709	BIVALENT	INCONSISTENT	NEITHER
ENSG00000184719	SIMPLE_AND	NULL	GM12878
ENSG00000184731	REPRESSED	NULL	NEITHER
ENSG00000184735	NULL	INCONSISTENT	NEITHER
ENSG00000184774	NULL	REPRESSED	NEITHER
ENSG00000184785	NULL	INCONSISTENT	NEITHER
ENSG00000184786	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000184809	NULL	REPRESSED	NEITHER
ENSG00000184828	BIVALENT	INCONSISTENT	NEITHER
ENSG00000184838	REPRESSED	INCONSISTENT	NEITHER
ENSG00000184857	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000184860	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000184867	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000184887	SIMPLE_AND	NULL	GM12878
ENSG00000184898	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000184916	REPRESSED	SIMPLE_AND	K562
ENSG00000184924	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000184937	REPRESSED	SIMPLE_AND	K562
ENSG00000184939	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000184949	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000184979	SIMPLE_AND	BIVALENT	GM12878
ENSG00000184983	COMPLEX	SIMPLE_AND	K562
ENSG00000184985	REPRESSED	NULL	NEITHER
ENSG00000184986	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000184988	SIMPLE_AND	NULL	GM12878
ENSG00000185002	REPRESSED	BIVALENT	NEITHER
ENSG00000185010	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185015	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185019	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185022	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185024	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000185028	NULL	REPRESSED	NEITHER
ENSG00000185049	BIVALENT	SIMPLE_OR	NEITHER
ENSG00000185052	REPRESSED	NULL	NEITHER
ENSG00000185053	NULL	INCONSISTENT	NEITHER
ENSG00000185055	NULL	INCONSISTENT	NEITHER
ENSG00000185065	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185069	NULL	REPRESSED	NEITHER
ENSG00000185090	SIMPLE_OR	BIVALENT	NEITHER
ENSG00000185101	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185115	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185129	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185133	NULL	INCONSISTENT	NEITHER
ENSG00000185149	REPRESSED	NULL	NEITHER
ENSG00000185158	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185163	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185168	NULL	INCONSISTENT	NEITHER
ENSG00000185187	SIMPLE_OR	NULL	NEITHER
ENSG00000185189	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185198	NULL	INCONSISTENT	NEITHER
ENSG00000185220	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185245	INCONSISTENT	NULL	NEITHER
ENSG00000185246	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185261	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185269	REPRESSED	INCONSISTENT	NEITHER
ENSG00000185272	COMPLEX	INCONSISTENT	NEITHER
ENSG00000185278	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185291	SIMPLE_AND	NULL	GM12878
ENSG00000185298	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185304	NULL	INCONSISTENT	NEITHER
ENSG00000185338	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185339	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185340	BIVALENT	INCONSISTENT	NEITHER
ENSG00000185347	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185352	REPRESSED	BIVALENT	NEITHER
ENSG00000185361	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185372	NULL	INCONSISTENT	NEITHER
ENSG00000185379	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185386	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000185404	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185418	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185432	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185433	SIMPLE_OR	NULL	NEITHER
ENSG00000185436	SIMPLE_AND	REPRESSED	GM12878
ENSG00000185442	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185453	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185467	NULL	REPRESSED	NEITHER
ENSG00000185477	REPRESSED	NULL	NEITHER
ENSG00000185479	REPRESSED	NULL	NEITHER
ENSG00000185482	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000185483	BIVALENT	NULL	NEITHER
ENSG00000185495	NULL	INCONSISTENT	NEITHER
ENSG00000185499	INCONSISTENT	SIMPLE_AND	K562
ENSG00000185507	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185518	SIMPLE_OR	REPRESSED	NEITHER
ENSG00000185519	REPRESSED	INCONSISTENT	NEITHER
ENSG00000185522	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185532	NULL	INCONSISTENT	NEITHER
ENSG00000185551	BIVALENT	SIMPLE_AND	K562
ENSG00000185559	NULL	SIMPLE_OR	NEITHER
ENSG00000185567	REPRESSED	INCONSISTENT	NEITHER
ENSG00000185585	BIVALENT	INCONSISTENT	NEITHER
ENSG00000185591	COMPLEX	SIMPLE_AND	K562
ENSG00000185610	REPRESSED	NULL	NEITHER
ENSG00000185614	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185615	NULL	INCONSISTENT	NEITHER
ENSG00000185621	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185633	BIVALENT	INCONSISTENT	NEITHER
ENSG00000185634	REPRESSED	BIVALENT	NEITHER
ENSG00000185640	REPRESSED	COMPLEX	NEITHER
ENSG00000185652	REPRESSED	NULL	NEITHER
ENSG00000185658	NULL	SIMPLE_OR	NEITHER
ENSG00000185662	NULL	REPRESSED	NEITHER
ENSG00000185669	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000185670	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185686	NULL	SIMPLE_AND	K562
ENSG00000185716	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185721	COMPLEX	SIMPLE_AND	K562
ENSG00000185730	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185736	SIMPLE_AND	REPRESSED	GM12878
ENSG00000185739	NULL	COMPLEX	NEITHER
ENSG00000185742	REPRESSED	NULL	NEITHER
ENSG00000185745	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185753	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185760	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185761	INCONSISTENT	SIMPLE_AND	K562
ENSG00000185798	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185803	NULL	SIMPLE_OR	NEITHER
ENSG00000185818	NULL	INCONSISTENT	NEITHER
ENSG00000185837	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185862	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185863	BIVALENT	NULL	NEITHER
ENSG00000185869	COMPLEX	NULL	NEITHER
ENSG00000185875	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185880	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185904	NULL	INCONSISTENT	NEITHER
ENSG00000185905	SIMPLE_AND	NULL	GM12878
ENSG00000185909	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000185920	NULL	SIMPLE_AND	K562
ENSG00000185924	BIVALENT	INCONSISTENT	NEITHER
ENSG00000185940	NULL	REPRESSED	NEITHER
ENSG00000185942	REPRESSED	NULL	NEITHER
ENSG00000185946	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185950	COMPLEX	INCONSISTENT	NEITHER
ENSG00000185963	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185986	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000185988	NULL	INCONSISTENT	NEITHER
ENSG00000186007	REPRESSED	BIVALENT	NEITHER
ENSG00000186017	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186020	SIMPLE_AND	NULL	GM12878
ENSG00000186026	COMPLEX	INCONSISTENT	NEITHER
ENSG00000186049	NULL	REPRESSED	NEITHER
ENSG00000186051	INCONSISTENT	NULL	NEITHER
ENSG00000186056	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186074	NULL	REPRESSED	NEITHER
ENSG00000186075	INCONSISTENT	NULL	NEITHER
ENSG00000186088	SIMPLE_AND	REPRESSED	GM12878
ENSG00000186094	NULL	INCONSISTENT	NEITHER
ENSG00000186130	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186132	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186141	COMPLEX	SIMPLE_AND	K562
ENSG00000186152	NULL	INCONSISTENT	NEITHER
ENSG00000186153	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186162	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186166	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186174	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186187	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000186188	REPRESSED	NULL	NEITHER
ENSG00000186190	NULL	REPRESSED	NEITHER
ENSG00000186197	NULL	COMPLEX	NEITHER
ENSG00000186212	INCONSISTENT	REPRESSED	NEITHER
ENSG00000186222	COMPLEX	SIMPLE_AND	K562
ENSG00000186235	BIVALENT	INCONSISTENT	NEITHER
ENSG00000186260	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186265	SIMPLE_AND	NULL	GM12878
ENSG00000186268	NULL	INCONSISTENT	NEITHER
ENSG00000186272	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186280	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186297	NULL	REPRESSED	NEITHER
ENSG00000186300	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186310	NULL	INCONSISTENT	NEITHER
ENSG00000186312	SIMPLE_OR	NULL	NEITHER
ENSG00000186314	INCONSISTENT	SIMPLE_AND	K562
ENSG00000186318	BIVALENT	REPRESSED	NEITHER
ENSG00000186326	BIVALENT	INCONSISTENT	NEITHER
ENSG00000186328	NULL	INCONSISTENT	NEITHER
ENSG00000186335	NULL	REPRESSED	NEITHER
ENSG00000186364	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186376	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186377	NULL	REPRESSED	NEITHER
ENSG00000186393	REPRESSED	NULL	NEITHER
ENSG00000186395	NULL	SIMPLE_AND	K562
ENSG00000186407	REPRESSED	NULL	NEITHER
ENSG00000186409	SIMPLE_AND	NULL	GM12878
ENSG00000186442	NULL	INCONSISTENT	NEITHER
ENSG00000186448	SIMPLE_OR	NULL	NEITHER
ENSG00000186452	REPRESSED	NULL	NEITHER
ENSG00000186458	NULL	INCONSISTENT	NEITHER
ENSG00000186462	INCONSISTENT	NULL	NEITHER
ENSG00000186470	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186472	BIVALENT	INCONSISTENT	NEITHER
ENSG00000186474	NULL	REPRESSED	NEITHER
ENSG00000186496	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000186509	NULL	REPRESSED	NEITHER
ENSG00000186517	SIMPLE_AND	NULL	GM12878
ENSG00000186522	SIMPLE_AND	NULL	GM12878
ENSG00000186523	NULL	INCONSISTENT	NEITHER
ENSG00000186532	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186564	BIVALENT	INCONSISTENT	NEITHER
ENSG00000186583	INCONSISTENT	NULL	NEITHER
ENSG00000186594	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186603	SIMPLE_AND	NULL	GM12878
ENSG00000186615	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186628	INCONSISTENT	NULL	NEITHER
ENSG00000186638	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186642	REPRESSED	NULL	NEITHER
ENSG00000186648	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186652	NULL	INCONSISTENT	NEITHER
ENSG00000186654	REPRESSED	SIMPLE_OR	NEITHER
ENSG00000186665	BIVALENT	SIMPLE_AND	K562
ENSG00000186666	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186684	REPRESSED	NULL	NEITHER
ENSG00000186710	NULL	REPRESSED	NEITHER
ENSG00000186714	NULL	REPRESSED	NEITHER
ENSG00000186715	NULL	REPRESSED	NEITHER
ENSG00000186723	NULL	REPRESSED	NEITHER
ENSG00000186732	REPRESSED	NULL	NEITHER
ENSG00000186777	REPRESSED	NULL	NEITHER
ENSG00000186787	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186792	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186810	SIMPLE_AND	NULL	GM12878
ENSG00000186812	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186814	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186827	SIMPLE_AND	NULL	GM12878
ENSG00000186834	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186854	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186860	NULL	REPRESSED	NEITHER
ENSG00000186862	BIVALENT	INCONSISTENT	NEITHER
ENSG00000186866	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000186868	BIVALENT	COMPLEX	NEITHER
ENSG00000186871	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186891	BIVALENT	INCONSISTENT	NEITHER
ENSG00000186895	NULL	INCONSISTENT	NEITHER
ENSG00000186897	REPRESSED	INCONSISTENT	NEITHER
ENSG00000186907	BIVALENT	INCONSISTENT	NEITHER
ENSG00000186918	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186924	REPRESSED	NULL	NEITHER
ENSG00000186951	BIVALENT	INCONSISTENT	NEITHER
ENSG00000186952	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000186960	REPRESSED	INCONSISTENT	NEITHER
ENSG00000186976	SIMPLE_AND	NULL	GM12878
ENSG00000186994	BIVALENT	INCONSISTENT	NEITHER
ENSG00000186998	BIVALENT	INCONSISTENT	NEITHER
ENSG00000187010	NULL	SIMPLE_AND	K562
ENSG00000187013	BIVALENT	INCONSISTENT	NEITHER
ENSG00000187017	REPRESSED	INCONSISTENT	NEITHER
ENSG00000187037	SIMPLE_OR	NULL	NEITHER
ENSG00000187045	NULL	REPRESSED	NEITHER
ENSG00000187049	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000187079	BIVALENT	INCONSISTENT	NEITHER
ENSG00000187080	INCONSISTENT	NULL	NEITHER
ENSG00000187091	REPRESSED	NULL	NEITHER
ENSG00000187097	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000187098	INCONSISTENT	SIMPLE_AND	K562
ENSG00000187123	BIVALENT	NULL	NEITHER
ENSG00000187134	NULL	SIMPLE_AND	K562
ENSG00000187135	REPRESSED	NULL	NEITHER
ENSG00000187140	BIVALENT	INCONSISTENT	NEITHER
ENSG00000187173	REPRESSED	NULL	NEITHER
ENSG00000187185	NULL	INCONSISTENT	NEITHER
ENSG00000187187	REPRESSED	NULL	NEITHER
ENSG00000187189	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000187193	INCONSISTENT	SIMPLE_AND	K562
ENSG00000187231	SIMPLE_AND	BIVALENT	GM12878
ENSG00000187239	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000187240	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000187244	NULL	INCONSISTENT	NEITHER
ENSG00000187257	COMPLEX	SIMPLE_AND	K562
ENSG00000187260	REPRESSED	NULL	NEITHER
ENSG00000187266	REPRESSED	INCONSISTENT	NEITHER
ENSG00000187268	INCONSISTENT	NULL	NEITHER
ENSG00000187323	REPRESSED	NULL	NEITHER
ENSG00000187372	REPRESSED	NULL	NEITHER
ENSG00000187391	REPRESSED	NULL	NEITHER
ENSG00000187474	NULL	INCONSISTENT	NEITHER
ENSG00000187498	REPRESSED	NULL	NEITHER
ENSG00000187510	INCONSISTENT	REPRESSED	NEITHER
ENSG00000187513	NULL	REPRESSED	NEITHER
ENSG00000187531	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000187534	INCONSISTENT	NULL	NEITHER
ENSG00000187535	BIVALENT	INCONSISTENT	NEITHER
ENSG00000187554	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000187556	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000187566	INCONSISTENT	NULL	NEITHER
ENSG00000187595	REPRESSED	NULL	NEITHER
ENSG00000187600	NULL	INCONSISTENT	NEITHER
ENSG00000187601	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000187607	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000187608	BIVALENT	INCONSISTENT	NEITHER
ENSG00000187609	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000187616	NULL	REPRESSED	NEITHER
ENSG00000187621	INCONSISTENT	NULL	NEITHER
ENSG00000187626	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000187630	NULL	INCONSISTENT	NEITHER
ENSG00000187634	REPRESSED	BIVALENT	NEITHER
ENSG00000187642	NULL	REPRESSED	NEITHER
ENSG00000187650	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000187658	INCONSISTENT	NULL	NEITHER
ENSG00000187664	REPRESSED	INCONSISTENT	NEITHER
ENSG00000187672	REPRESSED	NULL	NEITHER
ENSG00000187676	BIVALENT	INCONSISTENT	NEITHER
ENSG00000187701	SIMPLE_OR	NULL	NEITHER
ENSG00000187714	REPRESSED	NULL	NEITHER
ENSG00000187715	NULL	REPRESSED	NEITHER
ENSG00000187742	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000187763	NULL	REPRESSED	NEITHER
ENSG00000187764	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000187775	NULL	REPRESSED	NEITHER
ENSG00000187792	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000187800	REPRESSED	INCONSISTENT	NEITHER
ENSG00000187801	COMPLEX	INCONSISTENT	NEITHER
ENSG00000187808	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000187815	COMPLEX	INCONSISTENT	NEITHER
ENSG00000187821	REPRESSED	NULL	NEITHER
ENSG00000187823	REPRESSED	NULL	NEITHER
ENSG00000187824	INCONSISTENT	NULL	NEITHER
ENSG00000187838	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000187860	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000187866	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000187867	NULL	INCONSISTENT	NEITHER
ENSG00000187900	SIMPLE_OR	NULL	NEITHER
ENSG00000187902	REPRESSED	BIVALENT	NEITHER
ENSG00000187904	SIMPLE_OR	NULL	NEITHER
ENSG00000187905	NULL	BIVALENT	NEITHER
ENSG00000187912	SIMPLE_AND	NULL	GM12878
ENSG00000187922	BIVALENT	NULL	NEITHER
ENSG00000187953	REPRESSED	NULL	NEITHER
ENSG00000187957	BIVALENT	INCONSISTENT	NEITHER
ENSG00000187961	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000187980	NULL	INCONSISTENT	NEITHER
ENSG00000187984	REPRESSED	INCONSISTENT	NEITHER
ENSG00000187987	SIMPLE_OR	COMPLEX	NEITHER
ENSG00000187994	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000187997	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000188011	REPRESSED	NULL	NEITHER
ENSG00000188026	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000188032	NULL	INCONSISTENT	NEITHER
ENSG00000188033	SIMPLE_OR	REPRESSED	NEITHER
ENSG00000188038	NULL	INCONSISTENT	NEITHER
ENSG00000188039	INCONSISTENT	NULL	NEITHER
ENSG00000188042	BIVALENT	INCONSISTENT	NEITHER
ENSG00000188051	NULL	INCONSISTENT	NEITHER
ENSG00000188060	INCONSISTENT	REPRESSED	NEITHER
ENSG00000188064	INCONSISTENT	BIVALENT	NEITHER
ENSG00000188070	BIVALENT	INCONSISTENT	NEITHER
ENSG00000188086	NULL	REPRESSED	NEITHER
